datetime,from,to,distance_m,duration_s
2024-01-21 05:20:02.274042,Krumpaul,Krankenhaus,1539,147
2024-01-21 05:20:02.146347,Krankenhaus,Höhle,1902,176
2024-01-21 05:20:02.146347,Krankenhaus,Krumpaul,1560,145
2024-01-21 05:20:01.943575,Höhle,Krankenhaus,1905,183
2024-01-21 05:20:01.943575,Höhle,Krumpaul,2154,181
2024-01-21 05:10:01.906758,Krumpaul,Höhle,2174,184
2024-01-21 05:10:01.906758,Krumpaul,Krankenhaus,1539,147
2024-01-21 05:10:01.760739,Krankenhaus,Höhle,1902,176
2024-01-21 05:10:01.760739,Krankenhaus,Krumpaul,1560,145
2024-01-21 05:10:01.571736,Höhle,Krankenhaus,1905,183
2024-01-21 05:10:01.571736,Höhle,Krumpaul,2154,181
2024-01-21 05:00:02.679424,Krumpaul,Höhle,2174,184
2024-01-21 05:00:02.679424,Krumpaul,Krankenhaus,1539,147
2024-01-21 05:00:02.511459,Krankenhaus,Höhle,1902,176
2024-01-21 05:00:02.511459,Krankenhaus,Krumpaul,1560,145
2024-01-21 05:00:02.295021,Höhle,Krankenhaus,1905,183
2024-01-21 05:00:02.295021,Höhle,Krumpaul,2154,181
2024-01-20 21:30:02.100685,Krumpaul,Höhle,2174,184
2024-01-20 21:30:02.100685,Krumpaul,Krankenhaus,1539,147
2024-01-20 21:30:01.987457,Krankenhaus,Höhle,1902,176
2024-01-20 21:30:01.987457,Krankenhaus,Krumpaul,1560,145
2024-01-20 21:30:01.800404,Höhle,Krankenhaus,1905,183
2024-01-20 21:30:01.800404,Höhle,Krumpaul,2154,181
2024-01-20 21:20:01.9161,Krumpaul,Höhle,2174,184
2024-01-20 21:20:01.9161,Krumpaul,Krankenhaus,1539,147
2024-01-20 21:20:01.753081,Krankenhaus,Höhle,1902,176
2024-01-20 21:20:01.753081,Krankenhaus,Krumpaul,1560,145
2024-01-20 21:20:01.555572,Höhle,Krankenhaus,1905,183
2024-01-20 21:20:01.555572,Höhle,Krumpaul,2154,181
2024-01-20 21:10:02.599878,Krumpaul,Höhle,2174,184
2024-01-20 21:10:02.599878,Krumpaul,Krankenhaus,1539,147
2024-01-20 21:10:02.48852,Krankenhaus,Höhle,1902,176
2024-01-20 21:10:02.48852,Krankenhaus,Krumpaul,1560,145
2024-01-20 21:10:02.266323,Höhle,Krankenhaus,1905,183
2024-01-20 21:10:02.266323,Höhle,Krumpaul,2154,181
2024-01-20 21:00:01.928932,Krumpaul,Höhle,2174,184
2024-01-20 21:00:01.928932,Krumpaul,Krankenhaus,1539,147
2024-01-20 21:00:01.793358,Krankenhaus,Höhle,1902,176
2024-01-20 21:00:01.793358,Krankenhaus,Krumpaul,1560,145
2024-01-20 21:00:01.611614,Höhle,Krankenhaus,1905,183
2024-01-20 21:00:01.611614,Höhle,Krumpaul,2154,181
2024-01-20 20:50:01.774365,Krumpaul,Höhle,2174,184
2024-01-20 20:50:01.774365,Krumpaul,Krankenhaus,1539,147
2024-01-20 20:50:01.626001,Krankenhaus,Höhle,1902,176
2024-01-20 20:50:01.626001,Krankenhaus,Krumpaul,1560,145
2024-01-20 20:50:01.458779,Höhle,Krankenhaus,1905,183
2024-01-20 20:50:01.458779,Höhle,Krumpaul,2154,181
2024-01-20 20:40:03.362584,Krumpaul,Höhle,2174,184
2024-01-20 20:40:03.362584,Krumpaul,Krankenhaus,1539,147
2024-01-20 20:40:03.178431,Krankenhaus,Höhle,1902,176
2024-01-20 20:40:03.178431,Krankenhaus,Krumpaul,1560,145
2024-01-20 20:40:02.758129,Höhle,Krankenhaus,1905,183
2024-01-20 20:40:02.758129,Höhle,Krumpaul,2154,181
2024-01-20 20:00:01.548099,Krumpaul,Höhle,2174,184
2024-01-20 20:00:01.548099,Krumpaul,Krankenhaus,1539,147
2024-01-20 20:00:01.440674,Krankenhaus,Höhle,1902,176
2024-01-20 20:00:01.440674,Krankenhaus,Krumpaul,1560,145
2024-01-20 20:00:01.243901,Höhle,Krankenhaus,1905,183
2024-01-20 20:00:01.243901,Höhle,Krumpaul,2154,181
2024-01-20 19:50:01.187265,Krumpaul,Höhle,2174,184
2024-01-20 19:50:01.187265,Krumpaul,Krankenhaus,1539,147
2024-01-20 19:50:01.027218,Krankenhaus,Höhle,1902,176
2024-01-20 19:50:01.027218,Krankenhaus,Krumpaul,1560,145
2024-01-20 19:50:00.854081,Höhle,Krankenhaus,1905,183
2024-01-20 19:50:00.854081,Höhle,Krumpaul,2154,181
2024-01-20 19:40:01.763603,Krumpaul,Höhle,2174,184
2024-01-20 19:40:01.763603,Krumpaul,Krankenhaus,1539,147
2024-01-20 19:40:01.613902,Krankenhaus,Höhle,1902,176
2024-01-20 19:40:01.613902,Krankenhaus,Krumpaul,1560,145
2024-01-20 19:40:01.406271,Höhle,Krankenhaus,1905,183
2024-01-20 19:40:01.406271,Höhle,Krumpaul,2154,181
2024-01-20 19:30:01.306521,Krumpaul,Höhle,2174,184
2024-01-20 19:30:01.306521,Krumpaul,Krankenhaus,1539,147
2024-01-20 19:30:01.13795,Krankenhaus,Höhle,1902,176
2024-01-20 19:30:01.13795,Krankenhaus,Krumpaul,1560,145
2024-01-20 19:30:00.965165,Höhle,Krankenhaus,1905,183
2024-01-20 19:30:00.965165,Höhle,Krumpaul,2154,181
2024-01-20 19:20:01.284101,Krumpaul,Höhle,2174,184
2024-01-20 19:20:01.284101,Krumpaul,Krankenhaus,1539,147
2024-01-20 19:20:01.119574,Krankenhaus,Höhle,1902,176
2024-01-20 19:20:01.119574,Krankenhaus,Krumpaul,1560,145
2024-01-20 19:20:00.927752,Höhle,Krankenhaus,1905,183
2024-01-20 19:20:00.927752,Höhle,Krumpaul,2154,181
2024-01-20 19:10:01.630074,Krumpaul,Höhle,2174,184
2024-01-20 19:10:01.630074,Krumpaul,Krankenhaus,1539,147
2024-01-20 19:10:01.465932,Krankenhaus,Höhle,1902,176
2024-01-20 19:10:01.465932,Krankenhaus,Krumpaul,1560,145
2024-01-20 19:10:01.278861,Höhle,Krankenhaus,1905,183
2024-01-20 19:10:01.278861,Höhle,Krumpaul,2154,181
2024-01-20 19:00:01.753731,Krumpaul,Höhle,2174,184
2024-01-20 19:00:01.753731,Krumpaul,Krankenhaus,1539,147
2024-01-20 19:00:01.599232,Krankenhaus,Höhle,1902,176
2024-01-20 19:00:01.599232,Krankenhaus,Krumpaul,1560,145
2024-01-20 19:00:01.413407,Höhle,Krankenhaus,1905,183
2024-01-20 19:00:01.413407,Höhle,Krumpaul,2154,181
2024-01-20 18:50:02.081074,Krumpaul,Höhle,2174,184
2024-01-20 18:50:02.081074,Krumpaul,Krankenhaus,1539,147
2024-01-20 18:50:01.935211,Krankenhaus,Höhle,1902,176
2024-01-20 18:50:01.935211,Krankenhaus,Krumpaul,1560,145
2024-01-20 18:50:01.720526,Höhle,Krankenhaus,1905,183
2024-01-20 18:50:01.720526,Höhle,Krumpaul,2154,181
2024-01-20 18:40:01.898876,Krumpaul,Höhle,2174,184
2024-01-20 18:40:01.898876,Krumpaul,Krankenhaus,1539,147
2024-01-20 18:40:01.747755,Krankenhaus,Höhle,1902,176
2024-01-20 18:40:01.747755,Krankenhaus,Krumpaul,1560,145
2024-01-20 18:40:01.554473,Höhle,Krankenhaus,1905,183
2024-01-20 18:40:01.554473,Höhle,Krumpaul,2154,181
2024-01-20 18:30:01.660939,Krumpaul,Höhle,2174,184
2024-01-20 18:30:01.660939,Krumpaul,Krankenhaus,1539,147
2024-01-20 18:30:01.507251,Krankenhaus,Höhle,1902,176
2024-01-20 18:30:01.507251,Krankenhaus,Krumpaul,1560,145
2024-01-20 18:30:01.308033,Höhle,Krankenhaus,1905,183
2024-01-20 18:30:01.308033,Höhle,Krumpaul,2154,181
2024-01-20 18:20:01.263955,Krumpaul,Höhle,2174,184
2024-01-20 18:20:01.263955,Krumpaul,Krankenhaus,1539,147
2024-01-20 18:20:01.10066,Krankenhaus,Höhle,1902,176
2024-01-20 18:20:01.10066,Krankenhaus,Krumpaul,1560,145
2024-01-20 18:20:00.875143,Höhle,Krankenhaus,1905,183
2024-01-20 18:20:00.875143,Höhle,Krumpaul,2154,181
2024-01-20 18:10:01.800006,Krumpaul,Höhle,2174,184
2024-01-20 18:10:01.800006,Krumpaul,Krankenhaus,1539,147
2024-01-20 18:10:01.641455,Krankenhaus,Höhle,1902,176
2024-01-20 18:10:01.641455,Krankenhaus,Krumpaul,1560,145
2024-01-20 18:10:01.405407,Höhle,Krankenhaus,1905,183
2024-01-20 18:10:01.405407,Höhle,Krumpaul,2154,181
2024-01-20 17:30:01.685004,Krumpaul,Höhle,2174,184
2024-01-20 17:30:01.685004,Krumpaul,Krankenhaus,1539,147
2024-01-20 17:30:01.581676,Krankenhaus,Höhle,1902,176
2024-01-20 17:30:01.581676,Krankenhaus,Krumpaul,1560,145
2024-01-20 17:30:01.428127,Höhle,Krankenhaus,1905,183
2024-01-20 17:30:01.428127,Höhle,Krumpaul,2154,181
2024-01-20 17:20:01.454964,Krumpaul,Höhle,2174,184
2024-01-20 17:20:01.454964,Krumpaul,Krankenhaus,1539,147
2024-01-20 17:20:01.28746,Krankenhaus,Höhle,1902,176
2024-01-20 17:20:01.28746,Krankenhaus,Krumpaul,1560,145
2024-01-20 17:20:01.080345,Höhle,Krankenhaus,1905,183
2024-01-20 17:20:01.080345,Höhle,Krumpaul,2154,181
2024-01-20 17:10:01.509614,Krumpaul,Höhle,2174,184
2024-01-20 17:10:01.509614,Krumpaul,Krankenhaus,1539,147
2024-01-20 17:10:01.39162,Krankenhaus,Höhle,1902,176
2024-01-20 17:10:01.39162,Krankenhaus,Krumpaul,1560,145
2024-01-20 17:10:01.207805,Höhle,Krankenhaus,1905,183
2024-01-20 17:10:01.207805,Höhle,Krumpaul,2154,181
2024-01-20 17:00:01.161594,Krumpaul,Höhle,2174,184
2024-01-20 17:00:01.161594,Krumpaul,Krankenhaus,1539,147
2024-01-20 17:00:01.014249,Krankenhaus,Höhle,1902,176
2024-01-20 17:00:01.014249,Krankenhaus,Krumpaul,1560,145
2024-01-20 17:00:00.813893,Höhle,Krankenhaus,1905,183
2024-01-20 17:00:00.813893,Höhle,Krumpaul,2154,181
2024-01-20 16:50:02.37593,Krumpaul,Höhle,2174,184
2024-01-20 16:50:02.37593,Krumpaul,Krankenhaus,1539,147
2024-01-20 16:50:02.222963,Krankenhaus,Höhle,1902,176
2024-01-20 16:50:02.222963,Krankenhaus,Krumpaul,1560,145
2024-01-20 16:50:02.022641,Höhle,Krankenhaus,1905,183
2024-01-20 16:50:02.022641,Höhle,Krumpaul,2154,181
2024-01-20 16:40:01.535264,Krumpaul,Höhle,2174,184
2024-01-20 16:40:01.535264,Krumpaul,Krankenhaus,1539,147
2024-01-20 16:40:01.385448,Krankenhaus,Höhle,1902,176
2024-01-20 16:40:01.385448,Krankenhaus,Krumpaul,1560,145
2024-01-20 16:40:01.170323,Höhle,Krankenhaus,1905,183
2024-01-20 16:40:01.170323,Höhle,Krumpaul,2154,181
2024-01-20 16:13:24.269356,Krumpaul,Höhle,2174,184
2024-01-20 16:13:24.269356,Krumpaul,Krankenhaus,1539,147
2024-01-20 16:13:24.17031,Krankenhaus,Höhle,1902,176
2024-01-20 16:13:24.17031,Krankenhaus,Krumpaul,1560,145
2024-01-20 16:13:23.980598,Höhle,Krankenhaus,1905,183
2024-01-20 16:13:23.980598,Höhle,Krumpaul,2154,181
2024-01-20 16:00:01.969135,Krumpaul,Höhle,2174,184
2024-01-20 16:00:01.969135,Krumpaul,Krankenhaus,1539,147
2024-01-20 16:00:01.858132,Krankenhaus,Höhle,1902,176
2024-01-20 16:00:01.858132,Krankenhaus,Krumpaul,1560,145
2024-01-20 16:00:01.66167,Höhle,Krankenhaus,1905,183
2024-01-20 16:00:01.66167,Höhle,Krumpaul,2154,181
2024-01-20 15:50:01.887771,Krumpaul,Höhle,2174,184
2024-01-20 15:50:01.887771,Krumpaul,Krankenhaus,1539,147
2024-01-20 15:50:01.748152,Krankenhaus,Höhle,1902,176
2024-01-20 15:50:01.748152,Krankenhaus,Krumpaul,1560,145
2024-01-20 15:50:01.536369,Höhle,Krankenhaus,1905,183
2024-01-20 15:50:01.536369,Höhle,Krumpaul,2154,181
2024-01-20 15:40:02.168551,Krumpaul,Höhle,2174,184
2024-01-20 15:40:02.168551,Krumpaul,Krankenhaus,1539,147
2024-01-20 15:40:02.014875,Krankenhaus,Höhle,1902,176
2024-01-20 15:40:02.014875,Krankenhaus,Krumpaul,1560,145
2024-01-20 15:40:01.811794,Höhle,Krankenhaus,1905,183
2024-01-20 15:40:01.811794,Höhle,Krumpaul,2154,181
2024-01-20 15:30:01.515965,Krumpaul,Höhle,2174,184
2024-01-20 15:30:01.515965,Krumpaul,Krankenhaus,1539,147
2024-01-20 15:30:01.357361,Krankenhaus,Höhle,1902,176
2024-01-20 15:30:01.357361,Krankenhaus,Krumpaul,1560,145
2024-01-20 15:30:01.14997,Höhle,Krankenhaus,1905,183
2024-01-20 15:30:01.14997,Höhle,Krumpaul,2154,181
2024-01-20 15:20:02.094702,Krumpaul,Höhle,2174,184
2024-01-20 15:20:02.094702,Krumpaul,Krankenhaus,1539,147
2024-01-20 15:20:01.956871,Krankenhaus,Höhle,1902,176
2024-01-20 15:20:01.956871,Krankenhaus,Krumpaul,1560,145
2024-01-20 15:20:01.753867,Höhle,Krankenhaus,1905,183
2024-01-20 15:20:01.753867,Höhle,Krumpaul,2154,181
2024-01-20 15:10:01.703917,Krumpaul,Höhle,2174,184
2024-01-20 15:10:01.703917,Krumpaul,Krankenhaus,1539,147
2024-01-20 15:10:01.538295,Krankenhaus,Höhle,1902,176
2024-01-20 15:10:01.538295,Krankenhaus,Krumpaul,1560,145
2024-01-20 15:10:01.332783,Höhle,Krankenhaus,1905,183
2024-01-20 15:10:01.332783,Höhle,Krumpaul,2154,181
2024-01-20 14:30:01.652452,Krumpaul,Höhle,2174,184
2024-01-20 14:30:01.652452,Krumpaul,Krankenhaus,1539,147
2024-01-20 14:30:01.504343,Krankenhaus,Höhle,1902,176
2024-01-20 14:30:01.504343,Krankenhaus,Krumpaul,1560,145
2024-01-20 14:30:01.289785,Höhle,Krankenhaus,1905,183
2024-01-20 14:30:01.289785,Höhle,Krumpaul,2154,181
2024-01-20 14:10:02.512039,Krumpaul,Höhle,2174,184
2024-01-20 14:10:02.512039,Krumpaul,Krankenhaus,1539,147
2024-01-20 14:10:02.380743,Krankenhaus,Höhle,1902,176
2024-01-20 14:10:02.380743,Krankenhaus,Krumpaul,1560,145
2024-01-20 14:10:02.166556,Höhle,Krankenhaus,1905,183
2024-01-20 14:10:02.166556,Höhle,Krumpaul,2154,181
2024-01-20 14:00:01.864356,Krumpaul,Höhle,2174,184
2024-01-20 14:00:01.864356,Krumpaul,Krankenhaus,1539,147
2024-01-20 14:00:01.736414,Krankenhaus,Höhle,1902,176
2024-01-20 14:00:01.736414,Krankenhaus,Krumpaul,1560,145
2024-01-20 14:00:01.558544,Höhle,Krankenhaus,1905,183
2024-01-20 14:00:01.558544,Höhle,Krumpaul,2154,181
2024-01-20 13:50:01.578224,Krumpaul,Höhle,2174,184
2024-01-20 13:50:01.578224,Krumpaul,Krankenhaus,1539,147
2024-01-20 13:50:01.433677,Krankenhaus,Höhle,1902,176
2024-01-20 13:50:01.433677,Krankenhaus,Krumpaul,1560,145
2024-01-20 13:50:01.237585,Höhle,Krankenhaus,1905,183
2024-01-20 13:50:01.237585,Höhle,Krumpaul,2154,181
2024-01-20 13:40:01.398661,Krumpaul,Höhle,2174,184
2024-01-20 13:40:01.398661,Krumpaul,Krankenhaus,1539,147
2024-01-20 13:40:01.25189,Krankenhaus,Höhle,1902,176
2024-01-20 13:40:01.25189,Krankenhaus,Krumpaul,1560,145
2024-01-20 13:40:01.054496,Höhle,Krankenhaus,1905,183
2024-01-20 13:40:01.054496,Höhle,Krumpaul,2154,181
2024-01-20 13:30:01.308865,Krumpaul,Höhle,2174,184
2024-01-20 13:30:01.308865,Krumpaul,Krankenhaus,1539,147
2024-01-20 13:30:01.17559,Krankenhaus,Höhle,1902,176
2024-01-20 13:30:01.17559,Krankenhaus,Krumpaul,1560,145
2024-01-20 13:30:00.979832,Höhle,Krankenhaus,1905,183
2024-01-20 13:30:00.979832,Höhle,Krumpaul,2154,181
2024-01-20 13:20:01.990881,Krumpaul,Höhle,2174,184
2024-01-20 13:20:01.990881,Krumpaul,Krankenhaus,1539,147
2024-01-20 13:20:01.853934,Krankenhaus,Höhle,1902,176
2024-01-20 13:20:01.853934,Krankenhaus,Krumpaul,1560,145
2024-01-20 13:20:01.641548,Höhle,Krankenhaus,1905,183
2024-01-20 13:20:01.641548,Höhle,Krumpaul,2154,181
2024-01-20 12:50:01.185758,Krumpaul,Höhle,2174,184
2024-01-20 12:50:01.185758,Krumpaul,Krankenhaus,1539,147
2024-01-20 12:50:01.040273,Krankenhaus,Höhle,1902,176
2024-01-20 12:50:01.040273,Krankenhaus,Krumpaul,1560,145
2024-01-20 12:50:00.863602,Höhle,Krankenhaus,1905,183
2024-01-20 12:50:00.863602,Höhle,Krumpaul,2154,181
2024-01-20 12:40:01.83942,Krumpaul,Höhle,2174,184
2024-01-20 12:40:01.83942,Krumpaul,Krankenhaus,1539,147
2024-01-20 12:40:01.673787,Krankenhaus,Höhle,1902,176
2024-01-20 12:40:01.673787,Krankenhaus,Krumpaul,1560,145
2024-01-20 12:40:01.452169,Höhle,Krankenhaus,1905,183
2024-01-20 12:40:01.452169,Höhle,Krumpaul,2154,181
2024-01-20 12:30:01.498591,Krumpaul,Höhle,2174,184
2024-01-20 12:30:01.498591,Krumpaul,Krankenhaus,1539,147
2024-01-20 12:30:01.367974,Krankenhaus,Höhle,1902,176
2024-01-20 12:30:01.367974,Krankenhaus,Krumpaul,1560,145
2024-01-20 12:30:01.151388,Höhle,Krankenhaus,1905,183
2024-01-20 12:30:01.151388,Höhle,Krumpaul,2154,181
2024-01-20 12:20:01.768843,Krumpaul,Höhle,2174,184
2024-01-20 12:20:01.768843,Krumpaul,Krankenhaus,1539,147
2024-01-20 12:20:01.616898,Krankenhaus,Höhle,1902,176
2024-01-20 12:20:01.616898,Krankenhaus,Krumpaul,1560,145
2024-01-20 12:20:01.434669,Höhle,Krankenhaus,1905,183
2024-01-20 12:20:01.434669,Höhle,Krumpaul,2154,181
2024-01-20 12:10:01.599387,Krumpaul,Höhle,2174,184
2024-01-20 12:10:01.599387,Krumpaul,Krankenhaus,1539,147
2024-01-20 12:10:01.448359,Krankenhaus,Höhle,1902,176
2024-01-20 12:10:01.448359,Krankenhaus,Krumpaul,1560,145
2024-01-20 12:10:01.282526,Höhle,Krankenhaus,1905,183
2024-01-20 12:10:01.282526,Höhle,Krumpaul,2154,181
2024-01-20 12:00:02.017425,Krumpaul,Höhle,2174,184
2024-01-20 12:00:02.017425,Krumpaul,Krankenhaus,1539,147
2024-01-20 12:00:01.866165,Krankenhaus,Höhle,1902,176
2024-01-20 12:00:01.866165,Krankenhaus,Krumpaul,1560,145
2024-01-20 12:00:01.6503,Höhle,Krankenhaus,1905,183
2024-01-20 12:00:01.6503,Höhle,Krumpaul,2154,181
2024-01-20 11:50:01.330414,Krumpaul,Höhle,2174,184
2024-01-20 11:50:01.330414,Krumpaul,Krankenhaus,1539,147
2024-01-20 11:50:01.192037,Krankenhaus,Höhle,1902,176
2024-01-20 11:50:01.192037,Krankenhaus,Krumpaul,1560,145
2024-01-20 11:50:01.011324,Höhle,Krankenhaus,1905,183
2024-01-20 11:50:01.011324,Höhle,Krumpaul,2154,181
2024-01-20 11:40:02.043595,Krumpaul,Höhle,2174,184
2024-01-20 11:40:02.043595,Krumpaul,Krankenhaus,1539,147
2024-01-20 11:40:01.911105,Krankenhaus,Höhle,1902,176
2024-01-20 11:40:01.911105,Krankenhaus,Krumpaul,1560,145
2024-01-20 11:40:01.704617,Höhle,Krankenhaus,1905,183
2024-01-20 11:40:01.704617,Höhle,Krumpaul,2154,181
2024-01-20 11:30:01.133499,Krumpaul,Höhle,2174,184
2024-01-20 11:30:01.133499,Krumpaul,Krankenhaus,1539,147
2024-01-20 11:30:00.987133,Krankenhaus,Höhle,1902,176
2024-01-20 11:30:00.987133,Krankenhaus,Krumpaul,1560,145
2024-01-20 11:30:00.836018,Höhle,Krankenhaus,1905,183
2024-01-20 11:30:00.836018,Höhle,Krumpaul,2154,181
2024-01-20 11:20:00.998964,Krumpaul,Höhle,2174,184
2024-01-20 11:20:00.998964,Krumpaul,Krankenhaus,1539,147
2024-01-20 11:20:00.89471,Krankenhaus,Höhle,1902,176
2024-01-20 11:20:00.89471,Krankenhaus,Krumpaul,1560,145
2024-01-20 11:20:00.727195,Höhle,Krankenhaus,1905,183
2024-01-20 11:20:00.727195,Höhle,Krumpaul,2154,181
2024-01-20 11:10:01.560975,Krumpaul,Höhle,2174,184
2024-01-20 11:10:01.560975,Krumpaul,Krankenhaus,1539,147
2024-01-20 11:10:01.419051,Krankenhaus,Höhle,1902,176
2024-01-20 11:10:01.419051,Krankenhaus,Krumpaul,1560,145
2024-01-20 11:10:01.232757,Höhle,Krankenhaus,1905,183
2024-01-20 11:10:01.232757,Höhle,Krumpaul,2154,181
2024-01-20 11:00:03.848191,Krumpaul,Höhle,2174,184
2024-01-20 11:00:03.848191,Krumpaul,Krankenhaus,1539,147
2024-01-20 11:00:03.676266,Krankenhaus,Höhle,1902,176
2024-01-20 11:00:03.676266,Krankenhaus,Krumpaul,1560,145
2024-01-20 11:00:03.243612,Höhle,Krankenhaus,1905,183
2024-01-20 11:00:03.243612,Höhle,Krumpaul,2154,181
2024-01-20 10:30:02.176,Krumpaul,Höhle,2174,184
2024-01-20 10:30:02.176,Krumpaul,Krankenhaus,1539,147
2024-01-20 10:30:02.053821,Krankenhaus,Höhle,1902,176
2024-01-20 10:30:02.053821,Krankenhaus,Krumpaul,1560,145
2024-01-20 10:30:01.850374,Höhle,Krankenhaus,1905,183
2024-01-20 10:30:01.850374,Höhle,Krumpaul,2154,181
2024-01-20 10:20:02.241215,Krumpaul,Höhle,2174,184
2024-01-20 10:20:02.241215,Krumpaul,Krankenhaus,1539,147
2024-01-20 10:20:02.100958,Krankenhaus,Höhle,1902,176
2024-01-20 10:20:02.100958,Krankenhaus,Krumpaul,1560,145
2024-01-20 10:20:01.901697,Höhle,Krankenhaus,1905,183
2024-01-20 10:20:01.901697,Höhle,Krumpaul,2154,181
2024-01-20 10:10:02.895853,Krumpaul,Höhle,2174,184
2024-01-20 10:10:02.895853,Krumpaul,Krankenhaus,1539,147
2024-01-20 10:10:02.740827,Krankenhaus,Höhle,1902,176
2024-01-20 10:10:02.740827,Krankenhaus,Krumpaul,1560,145
2024-01-20 10:10:02.554204,Höhle,Krankenhaus,1905,183
2024-01-20 10:10:02.554204,Höhle,Krumpaul,2154,181
2024-01-20 10:00:01.878165,Krumpaul,Höhle,2174,184
2024-01-20 10:00:01.878165,Krumpaul,Krankenhaus,1539,147
2024-01-20 10:00:01.738604,Krankenhaus,Höhle,1902,176
2024-01-20 10:00:01.738604,Krankenhaus,Krumpaul,1560,145
2024-01-20 10:00:01.552339,Höhle,Krankenhaus,1905,183
2024-01-20 10:00:01.552339,Höhle,Krumpaul,2154,181
2024-01-20 09:50:02.290508,Krumpaul,Höhle,2174,184
2024-01-20 09:50:02.290508,Krumpaul,Krankenhaus,1539,147
2024-01-20 09:50:02.145968,Krankenhaus,Höhle,1902,176
2024-01-20 09:50:02.145968,Krankenhaus,Krumpaul,1560,145
2024-01-20 09:50:01.949378,Höhle,Krankenhaus,1905,183
2024-01-20 09:50:01.949378,Höhle,Krumpaul,2154,181
2024-01-20 09:40:02.442389,Krumpaul,Höhle,2174,184
2024-01-20 09:40:02.442389,Krumpaul,Krankenhaus,1539,147
2024-01-20 09:40:02.291016,Krankenhaus,Höhle,1902,176
2024-01-20 09:40:02.291016,Krankenhaus,Krumpaul,1560,145
2024-01-20 09:40:02.081298,Höhle,Krankenhaus,1905,183
2024-01-20 09:40:02.081298,Höhle,Krumpaul,2154,181
2024-01-20 09:30:02.262944,Krumpaul,Höhle,2174,184
2024-01-20 09:30:02.262944,Krumpaul,Krankenhaus,1539,147
2024-01-20 09:30:02.10873,Krankenhaus,Höhle,1902,176
2024-01-20 09:30:02.10873,Krankenhaus,Krumpaul,1560,145
2024-01-20 09:30:01.887345,Höhle,Krankenhaus,1905,183
2024-01-20 09:30:01.887345,Höhle,Krumpaul,2154,181
2024-01-20 09:20:02.735955,Krumpaul,Höhle,2174,184
2024-01-20 09:20:02.735955,Krumpaul,Krankenhaus,1539,147
2024-01-20 09:20:02.581364,Krankenhaus,Höhle,1902,176
2024-01-20 09:20:02.581364,Krankenhaus,Krumpaul,1560,145
2024-01-20 09:20:02.388872,Höhle,Krankenhaus,1905,183
2024-01-20 09:20:02.388872,Höhle,Krumpaul,2154,181
2024-01-20 09:11:33.717865,Krumpaul,Höhle,2174,184
2024-01-20 09:11:33.717865,Krumpaul,Krankenhaus,1539,147
2024-01-20 09:11:33.564331,Krankenhaus,Höhle,1902,176
2024-01-20 09:11:33.564331,Krankenhaus,Krumpaul,1560,145
2024-01-20 09:11:33.350172,Höhle,Krankenhaus,1905,183
2024-01-20 09:11:33.350172,Höhle,Krumpaul,2154,181
2024-01-20 09:00:01.96617,Krumpaul,Höhle,2174,184
2024-01-20 09:00:01.96617,Krumpaul,Krankenhaus,1539,147
2024-01-20 09:00:01.833447,Krankenhaus,Höhle,1902,176
2024-01-20 09:00:01.833447,Krankenhaus,Krumpaul,1560,145
2024-01-20 09:00:01.632529,Höhle,Krankenhaus,1905,183
2024-01-20 09:00:01.632529,Höhle,Krumpaul,2154,181
2024-01-20 08:50:01.742264,Krumpaul,Höhle,2174,184
2024-01-20 08:50:01.742264,Krumpaul,Krankenhaus,1539,147
2024-01-20 08:50:01.634701,Krankenhaus,Höhle,1902,176
2024-01-20 08:50:01.634701,Krankenhaus,Krumpaul,1560,145
2024-01-20 08:50:01.457947,Höhle,Krankenhaus,1905,183
2024-01-20 08:50:01.457947,Höhle,Krumpaul,2154,181
2024-01-20 08:40:02.337974,Krumpaul,Höhle,2174,184
2024-01-20 08:40:02.337974,Krumpaul,Krankenhaus,1539,147
2024-01-20 08:40:02.199846,Krankenhaus,Höhle,1902,176
2024-01-20 08:40:02.199846,Krankenhaus,Krumpaul,1560,145
2024-01-20 08:40:02.021907,Höhle,Krankenhaus,1905,183
2024-01-20 08:40:02.021907,Höhle,Krumpaul,2154,181
2024-01-20 08:30:01.545455,Krumpaul,Höhle,2174,184
2024-01-20 08:30:01.545455,Krumpaul,Krankenhaus,1539,147
2024-01-20 08:30:01.404256,Krankenhaus,Höhle,1902,176
2024-01-20 08:30:01.404256,Krankenhaus,Krumpaul,1560,145
2024-01-20 08:30:01.2257,Höhle,Krankenhaus,1905,183
2024-01-20 08:30:01.2257,Höhle,Krumpaul,2154,181
2024-01-20 08:20:02.070046,Krumpaul,Höhle,2174,184
2024-01-20 08:20:02.070046,Krumpaul,Krankenhaus,1539,147
2024-01-20 08:20:01.940043,Krankenhaus,Höhle,1902,176
2024-01-20 08:20:01.940043,Krankenhaus,Krumpaul,1560,145
2024-01-20 08:20:01.749389,Höhle,Krankenhaus,1905,183
2024-01-20 08:20:01.749389,Höhle,Krumpaul,2154,181
2024-01-20 08:10:01.851433,Krumpaul,Höhle,2174,184
2024-01-20 08:10:01.851433,Krumpaul,Krankenhaus,1539,147
2024-01-20 08:10:01.6985,Krankenhaus,Höhle,1902,176
2024-01-20 08:10:01.6985,Krankenhaus,Krumpaul,1560,145
2024-01-20 08:10:01.49029,Höhle,Krankenhaus,1905,183
2024-01-20 08:10:01.49029,Höhle,Krumpaul,2154,181
