datetime,from,to,distance_m,duration_s
2023-12-26 15:00:01.881462,Krankenhaus,Höhle,1902,174
2023-12-26 15:00:01.881462,Krankenhaus,Krumpaul,1560,143
2023-12-26 15:00:01.881462,Krumpaul,Höhle,2174,182
2023-12-26 15:00:01.881462,Krumpaul,Krankenhaus,1539,145
2023-12-26 14:55:46.720747,Höhle,Krankenhaus,1905,182
2023-12-26 14:55:46.720747,Höhle,Krumpaul,2154,180
2023-12-26 14:55:46.720747,Krankenhaus,Höhle,1902,174
2023-12-26 14:55:46.720747,Krankenhaus,Krumpaul,1560,143
2023-12-26 14:55:46.720747,Krumpaul,Höhle,2174,182
2023-12-26 14:55:46.720747,Krumpaul,Krankenhaus,1539,145
2023-12-26 14:50:02.048987,Höhle,Krankenhaus,1905,182
2023-12-26 14:50:02.048987,Höhle,Krumpaul,2154,180
2023-12-26 14:50:02.048987,Krankenhaus,Höhle,1902,174
2023-12-26 14:50:02.048987,Krankenhaus,Krumpaul,1560,143
2023-12-26 14:50:02.048987,Krumpaul,Höhle,2174,182
2023-12-26 14:50:02.048987,Krumpaul,Krankenhaus,1539,145
2023-12-26 14:30:08.521226,Höhle,Krankenhaus,1905,182
2023-12-26 14:30:08.521226,Höhle,Krumpaul,2154,180
2023-12-26 14:30:08.521226,Krankenhaus,Höhle,1902,174
2023-12-26 14:30:08.521226,Krankenhaus,Krumpaul,1560,143
2023-12-26 14:30:08.521226,Krumpaul,Höhle,2174,182
2023-12-26 14:30:08.521226,Krumpaul,Krankenhaus,1539,145
2023-12-26 14:25:01.628623,Höhle,Krankenhaus,1905,182
2023-12-26 14:25:01.628623,Höhle,Krumpaul,2154,180
2023-12-26 14:25:01.628623,Krankenhaus,Höhle,1902,174
2023-12-26 14:25:01.628623,Krankenhaus,Krumpaul,1560,143
2023-12-26 14:25:01.628623,Krumpaul,Höhle,2174,182
2023-12-26 14:25:01.628623,Krumpaul,Krankenhaus,1539,145
2023-12-26 14:20:03.029367,Höhle,Krankenhaus,1905,182
2023-12-26 14:20:03.029367,Höhle,Krumpaul,2154,180
2023-12-26 14:20:03.029367,Krankenhaus,Höhle,1902,174
2023-12-26 14:20:03.029367,Krankenhaus,Krumpaul,1560,143
2023-12-26 14:20:03.029367,Krumpaul,Höhle,2174,182
2023-12-26 14:20:03.029367,Krumpaul,Krankenhaus,1539,145
2023-12-26 14:00:30.167663,Höhle,Krankenhaus,1905,182
2023-12-26 14:00:30.167663,Höhle,Krumpaul,2154,180
2023-12-26 14:00:30.167663,Krankenhaus,Höhle,1902,174
2023-12-26 14:00:30.167663,Krankenhaus,Krumpaul,1560,143
2023-12-26 14:00:30.167663,Krumpaul,Höhle,2174,182
2023-12-26 14:00:30.167663,Krumpaul,Krankenhaus,1539,145
2023-12-26 13:40:02.735116,Höhle,Krankenhaus,1905,182
2023-12-26 13:40:02.735116,Höhle,Krumpaul,2154,180
2023-12-26 13:40:02.735116,Krankenhaus,Höhle,1902,174
2023-12-26 13:40:02.735116,Krankenhaus,Krumpaul,1560,143
2023-12-26 13:40:02.735116,Krumpaul,Höhle,2174,182
2023-12-26 13:40:02.735116,Krumpaul,Krankenhaus,1539,145
2023-12-26 13:35:03.223997,Höhle,Krankenhaus,1905,182
2023-12-26 13:35:03.223997,Höhle,Krumpaul,2154,180
2023-12-26 13:35:03.223997,Krankenhaus,Höhle,1902,174
2023-12-26 13:35:03.223997,Krankenhaus,Krumpaul,1560,143
2023-12-26 13:35:03.223997,Krumpaul,Höhle,2174,182
2023-12-26 13:35:03.223997,Krumpaul,Krankenhaus,1539,145
2023-12-26 13:30:08.201193,Höhle,Krankenhaus,1905,182
2023-12-26 13:30:08.201193,Höhle,Krumpaul,2154,180
2023-12-26 13:30:08.201193,Krankenhaus,Höhle,1902,174
2023-12-26 13:30:08.201193,Krankenhaus,Krumpaul,1560,143
2023-12-26 13:30:08.201193,Krumpaul,Höhle,2174,182
2023-12-26 13:30:08.201193,Krumpaul,Krankenhaus,1539,145
2023-12-26 13:27:00.02378,Höhle,Krankenhaus,1905,182
2023-12-26 13:27:00.02378,Höhle,Krumpaul,2154,180
2023-12-26 13:27:00.02378,Krankenhaus,Höhle,1902,174
2023-12-26 13:27:00.02378,Krankenhaus,Krumpaul,1560,143
2023-12-26 13:27:00.02378,Krumpaul,Höhle,2174,182
2023-12-26 13:27:00.02378,Krumpaul,Krankenhaus,1539,145
2023-12-26 13:20:12.498009,Höhle,Krankenhaus,1905,182
2023-12-26 13:20:12.498009,Höhle,Krumpaul,2154,180
2023-12-26 13:20:12.498009,Krankenhaus,Höhle,1902,174
2023-12-26 13:20:12.498009,Krankenhaus,Krumpaul,1560,143
2023-12-26 13:20:12.498009,Krumpaul,Höhle,2174,182
2023-12-26 13:20:12.498009,Krumpaul,Krankenhaus,1539,145
2023-12-26 13:15:05.296885,Höhle,Krankenhaus,1905,182
2023-12-26 13:15:05.296885,Höhle,Krumpaul,2154,180
2023-12-26 13:15:05.296885,Krankenhaus,Höhle,1902,174
2023-12-26 13:15:05.296885,Krankenhaus,Krumpaul,1560,143
2023-12-26 13:15:05.296885,Krumpaul,Höhle,2174,182
2023-12-26 13:15:05.296885,Krumpaul,Krankenhaus,1539,145
2023-12-26 13:10:01.71953,Höhle,Krankenhaus,1905,182
2023-12-26 13:10:01.71953,Höhle,Krumpaul,2154,180
2023-12-26 13:10:01.71953,Krankenhaus,Höhle,1902,174
2023-12-26 13:10:01.71953,Krankenhaus,Krumpaul,1560,143
2023-12-26 13:10:01.71953,Krumpaul,Höhle,2174,182
2023-12-26 13:10:01.71953,Krumpaul,Krankenhaus,1539,145
2023-12-26 12:45:02.121173,Höhle,Krankenhaus,1905,182
2023-12-26 12:45:02.121173,Höhle,Krumpaul,2154,180
2023-12-26 12:45:02.121173,Krankenhaus,Höhle,1902,174
2023-12-26 12:45:02.121173,Krankenhaus,Krumpaul,1560,143
2023-12-26 12:45:02.121173,Krumpaul,Höhle,2174,182
2023-12-26 12:45:02.121173,Krumpaul,Krankenhaus,1539,145
2023-12-26 12:25:15.856465,Höhle,Krankenhaus,1905,182
2023-12-26 12:25:15.856465,Höhle,Krumpaul,2154,180
2023-12-26 12:25:15.856465,Krankenhaus,Höhle,1902,174
2023-12-26 12:25:15.856465,Krankenhaus,Krumpaul,1560,143
2023-12-26 12:25:15.856465,Krumpaul,Höhle,2174,182
2023-12-26 12:25:15.856465,Krumpaul,Krankenhaus,1539,145
2023-12-26 12:15:01.956615,Höhle,Krankenhaus,1905,182
2023-12-26 12:15:01.956615,Höhle,Krumpaul,2154,180
2023-12-26 12:15:01.956615,Krankenhaus,Höhle,1902,174
2023-12-26 12:15:01.956615,Krankenhaus,Krumpaul,1560,143
2023-12-26 12:15:01.956615,Krumpaul,Höhle,2174,182
2023-12-26 12:15:01.956615,Krumpaul,Krankenhaus,1539,145
2023-12-26 12:14:34.590817,Höhle,Krankenhaus,1905,182
2023-12-26 12:14:34.590817,Höhle,Krumpaul,2154,180
2023-12-26 12:14:34.590817,Krankenhaus,Höhle,1902,174
2023-12-26 12:14:34.590817,Krankenhaus,Krumpaul,1560,143
2023-12-26 12:14:34.590817,Krumpaul,Höhle,2174,182
2023-12-26 12:14:34.590817,Krumpaul,Krankenhaus,1539,145
2023-12-26 12:05:02.043724,Höhle,Krankenhaus,1905,182
2023-12-26 12:05:02.043724,Höhle,Krumpaul,2154,180
2023-12-26 12:05:02.043724,Krankenhaus,Höhle,1902,174
2023-12-26 12:05:02.043724,Krankenhaus,Krumpaul,1560,143
2023-12-26 12:05:02.043724,Krumpaul,Höhle,2174,182
2023-12-26 12:05:02.043724,Krumpaul,Krankenhaus,1539,145
2023-12-26 11:45:01.984846,Höhle,Krankenhaus,1905,182
2023-12-26 11:45:01.984846,Höhle,Krumpaul,2154,180
2023-12-26 11:45:01.984846,Krankenhaus,Höhle,1902,174
2023-12-26 11:45:01.984846,Krankenhaus,Krumpaul,1560,143
2023-12-26 11:45:01.984846,Krumpaul,Höhle,2174,182
2023-12-26 11:45:01.984846,Krumpaul,Krankenhaus,1539,145
2023-12-26 11:40:02.830529,Höhle,Krankenhaus,1905,182
2023-12-26 11:40:02.830529,Höhle,Krumpaul,2154,180
2023-12-26 11:40:02.830529,Krankenhaus,Höhle,1902,174
2023-12-26 11:40:02.830529,Krankenhaus,Krumpaul,1560,143
2023-12-26 11:40:02.830529,Krumpaul,Höhle,2174,182
2023-12-26 11:40:02.830529,Krumpaul,Krankenhaus,1539,145
2023-12-26 11:35:20.464819,Höhle,Krankenhaus,1905,182
2023-12-26 11:35:20.464819,Höhle,Krumpaul,2154,180
2023-12-26 11:35:20.464819,Krankenhaus,Höhle,1902,174
2023-12-26 11:35:20.464819,Krankenhaus,Krumpaul,1560,143
2023-12-26 11:35:20.464819,Krumpaul,Höhle,2174,182
2023-12-26 11:35:20.464819,Krumpaul,Krankenhaus,1539,145
2023-12-26 11:30:01.86765,Höhle,Krankenhaus,1905,182
2023-12-26 11:30:01.86765,Höhle,Krumpaul,2154,180
2023-12-26 11:30:01.86765,Krankenhaus,Höhle,1902,174
2023-12-26 11:30:01.86765,Krankenhaus,Krumpaul,1560,143
2023-12-26 11:30:01.86765,Krumpaul,Höhle,2174,182
2023-12-26 11:30:01.86765,Krumpaul,Krankenhaus,1539,145
2023-12-26 11:28:08.710119,Höhle,Krankenhaus,1905,182
2023-12-26 11:28:08.710119,Höhle,Krumpaul,2154,180
2023-12-26 11:28:08.710119,Krankenhaus,Höhle,1902,174
2023-12-26 11:28:08.710119,Krankenhaus,Krumpaul,1560,143
2023-12-26 11:28:08.710119,Krumpaul,Höhle,2174,182
2023-12-26 11:28:08.710119,Krumpaul,Krankenhaus,1539,145
2023-12-26 11:22:00.496846,Höhle,Krankenhaus,1905,182
2023-12-26 11:22:00.496846,Höhle,Krumpaul,2154,180
2023-12-26 11:22:00.496846,Krankenhaus,Höhle,1902,174
2023-12-26 11:22:00.496846,Krankenhaus,Krumpaul,1560,143
2023-12-26 11:22:00.496846,Krumpaul,Höhle,2174,182
2023-12-26 11:22:00.496846,Krumpaul,Krankenhaus,1539,145
2023-12-26 11:15:02.476302,Höhle,Krankenhaus,1905,182
2023-12-26 11:15:02.476302,Höhle,Krumpaul,2154,180
2023-12-26 11:15:02.476302,Krankenhaus,Höhle,1902,174
2023-12-26 11:15:02.476302,Krankenhaus,Krumpaul,1560,143
2023-12-26 11:15:02.476302,Krumpaul,Höhle,2174,182
2023-12-26 11:15:02.476302,Krumpaul,Krankenhaus,1539,145
2023-12-26 11:12:20.22926,Höhle,Krankenhaus,1905,182
2023-12-26 11:12:20.22926,Höhle,Krumpaul,2154,180
2023-12-26 11:12:20.22926,Krankenhaus,Höhle,1902,174
2023-12-26 11:12:20.22926,Krankenhaus,Krumpaul,1560,143
2023-12-26 11:12:20.22926,Krumpaul,Höhle,2174,182
2023-12-26 11:12:20.22926,Krumpaul,Krankenhaus,1539,145
2023-12-26 11:05:02.058375,Höhle,Krankenhaus,1905,182
2023-12-26 11:05:02.058375,Höhle,Krumpaul,2154,180
2023-12-26 11:05:02.058375,Krankenhaus,Höhle,1902,174
2023-12-26 11:05:02.058375,Krankenhaus,Krumpaul,1560,143
2023-12-26 11:05:02.058375,Krumpaul,Höhle,2174,182
2023-12-26 11:05:02.058375,Krumpaul,Krankenhaus,1539,145
2023-12-26 10:45:02.779769,Höhle,Krankenhaus,1905,182
2023-12-26 10:45:02.779769,Höhle,Krumpaul,2154,180
2023-12-26 10:45:02.779769,Krankenhaus,Höhle,1902,174
2023-12-26 10:45:02.779769,Krankenhaus,Krumpaul,1560,143
2023-12-26 10:45:02.779769,Krumpaul,Höhle,2174,182
2023-12-26 10:45:02.779769,Krumpaul,Krankenhaus,1539,145
2023-12-26 10:25:44.770548,Höhle,Krankenhaus,1905,182
2023-12-26 10:25:44.770548,Höhle,Krumpaul,2154,180
2023-12-26 10:25:44.770548,Krankenhaus,Höhle,1902,174
2023-12-26 10:25:44.770548,Krankenhaus,Krumpaul,1560,143
2023-12-26 10:25:44.770548,Krumpaul,Höhle,2174,182
2023-12-26 10:25:44.770548,Krumpaul,Krankenhaus,1539,145
2023-12-26 10:15:02.162243,Höhle,Krankenhaus,1905,182
2023-12-26 10:15:02.162243,Höhle,Krumpaul,2154,180
2023-12-26 10:15:02.162243,Krankenhaus,Höhle,1902,174
2023-12-26 10:15:02.162243,Krankenhaus,Krumpaul,1560,143
2023-12-26 10:15:02.162243,Krumpaul,Höhle,2174,182
2023-12-26 10:15:02.162243,Krumpaul,Krankenhaus,1539,145
2023-12-26 09:35:10.691561,Höhle,Krankenhaus,1905,182
2023-12-26 09:35:10.691561,Höhle,Krumpaul,2154,180
2023-12-26 09:35:10.691561,Krankenhaus,Höhle,1902,174
2023-12-26 09:35:10.691561,Krankenhaus,Krumpaul,1560,143
2023-12-26 09:35:10.691561,Krumpaul,Höhle,2174,182
2023-12-26 09:35:10.691561,Krumpaul,Krankenhaus,1539,145
2023-12-26 09:30:52.012092,Höhle,Krankenhaus,1905,182
2023-12-26 09:30:52.012092,Höhle,Krumpaul,2154,180
2023-12-26 09:30:52.012092,Krankenhaus,Höhle,1902,174
2023-12-26 09:30:52.012092,Krankenhaus,Krumpaul,1560,143
2023-12-26 09:30:52.012092,Krumpaul,Höhle,2174,182
2023-12-26 09:30:52.012092,Krumpaul,Krankenhaus,1539,145
2023-12-26 09:25:01.858744,Höhle,Krankenhaus,1905,182
2023-12-26 09:25:01.858744,Höhle,Krumpaul,2154,180
2023-12-26 09:25:01.858744,Krankenhaus,Höhle,1902,174
2023-12-26 09:25:01.858744,Krankenhaus,Krumpaul,1560,143
2023-12-26 09:25:01.858744,Krumpaul,Höhle,2174,182
2023-12-26 09:25:01.858744,Krumpaul,Krankenhaus,1539,145
2023-12-26 09:23:42.968031,Höhle,Krankenhaus,1905,182
2023-12-26 09:23:42.968031,Höhle,Krumpaul,2154,180
2023-12-26 09:23:42.968031,Krankenhaus,Höhle,1902,174
2023-12-26 09:23:42.968031,Krankenhaus,Krumpaul,1560,143
2023-12-26 09:23:42.968031,Krumpaul,Höhle,2174,182
2023-12-26 09:23:42.968031,Krumpaul,Krankenhaus,1539,145
2023-12-26 09:15:01.757585,Höhle,Krankenhaus,1905,182
2023-12-26 09:15:01.757585,Höhle,Krumpaul,2154,180
2023-12-26 09:15:01.757585,Krankenhaus,Höhle,1902,174
2023-12-26 09:15:01.757585,Krankenhaus,Krumpaul,1560,143
2023-12-26 09:15:01.757585,Krumpaul,Höhle,2174,182
2023-12-26 09:15:01.757585,Krumpaul,Krankenhaus,1539,145
2023-12-26 09:12:08.220388,Höhle,Krankenhaus,1905,182
2023-12-26 09:12:08.220388,Höhle,Krumpaul,2154,180
2023-12-26 09:12:08.220388,Krankenhaus,Höhle,1902,174
2023-12-26 09:12:08.220388,Krankenhaus,Krumpaul,1560,143
2023-12-26 09:12:08.220388,Krumpaul,Höhle,2174,182
2023-12-26 09:12:08.220388,Krumpaul,Krankenhaus,1539,145
2023-12-26 09:05:22.037755,Höhle,Krankenhaus,1905,182
2023-12-26 09:05:22.037755,Höhle,Krumpaul,2154,180
2023-12-26 09:05:22.037755,Krankenhaus,Höhle,1902,174
2023-12-26 09:05:22.037755,Krankenhaus,Krumpaul,1560,143
2023-12-26 09:05:22.037755,Krumpaul,Höhle,2174,182
2023-12-26 09:05:22.037755,Krumpaul,Krankenhaus,1539,145
2023-12-26 09:00:02.15823,Höhle,Krankenhaus,1905,182
2023-12-26 09:00:02.15823,Höhle,Krumpaul,2154,180
2023-12-26 09:00:02.15823,Krankenhaus,Höhle,1902,174
2023-12-26 09:00:02.15823,Krankenhaus,Krumpaul,1560,143
2023-12-26 09:00:02.15823,Krumpaul,Höhle,2174,182
2023-12-26 09:00:02.15823,Krumpaul,Krankenhaus,1539,145
2023-12-26 08:40:01.505241,Höhle,Krankenhaus,1905,182
2023-12-26 08:40:01.505241,Höhle,Krumpaul,2154,180
2023-12-26 08:40:01.505241,Krankenhaus,Höhle,1902,174
2023-12-26 08:40:01.505241,Krankenhaus,Krumpaul,1560,143
2023-12-26 08:40:01.505241,Krumpaul,Höhle,2174,182
2023-12-26 08:40:01.505241,Krumpaul,Krankenhaus,1539,145
2023-12-26 08:37:02.779375,Höhle,Krankenhaus,1905,182
2023-12-26 08:37:02.779375,Höhle,Krumpaul,2154,180
2023-12-26 08:37:02.779375,Krankenhaus,Höhle,1902,174
2023-12-26 08:37:02.779375,Krankenhaus,Krumpaul,1560,143
2023-12-26 08:37:02.779375,Krumpaul,Höhle,2174,182
2023-12-26 08:37:02.779375,Krumpaul,Krankenhaus,1539,145
2023-12-26 08:30:01.503945,Höhle,Krankenhaus,1905,182
2023-12-26 08:30:01.503945,Höhle,Krumpaul,2154,180
2023-12-26 08:30:01.503945,Krankenhaus,Höhle,1902,174
2023-12-26 08:30:01.503945,Krankenhaus,Krumpaul,1560,143
2023-12-26 08:30:01.503945,Krumpaul,Höhle,2174,182
2023-12-26 08:30:01.503945,Krumpaul,Krankenhaus,1539,145
2023-12-26 08:25:01.693743,Höhle,Krankenhaus,1905,182
2023-12-26 08:25:01.693743,Höhle,Krumpaul,2154,180
2023-12-26 08:25:01.693743,Krankenhaus,Höhle,1902,174
2023-12-26 08:25:01.693743,Krankenhaus,Krumpaul,1560,143
2023-12-26 08:25:01.693743,Krumpaul,Höhle,2174,182
2023-12-26 08:25:01.693743,Krumpaul,Krankenhaus,1539,145
2023-12-26 08:24:51.579232,Höhle,Krankenhaus,1905,182
2023-12-26 08:24:51.579232,Höhle,Krumpaul,2154,180
2023-12-26 08:24:51.579232,Krankenhaus,Höhle,1902,174
2023-12-26 08:24:51.579232,Krankenhaus,Krumpaul,1560,143
2023-12-26 08:24:51.579232,Krumpaul,Höhle,2174,182
2023-12-26 08:24:51.579232,Krumpaul,Krankenhaus,1539,145
2023-12-26 08:15:01.657751,Höhle,Krankenhaus,1905,182
2023-12-26 08:15:01.657751,Höhle,Krumpaul,2154,180
2023-12-26 08:15:01.657751,Krankenhaus,Höhle,1902,174
2023-12-26 08:15:01.657751,Krankenhaus,Krumpaul,1560,143
2023-12-26 08:15:01.657751,Krumpaul,Höhle,2174,182
2023-12-26 08:15:01.657751,Krumpaul,Krankenhaus,1539,145
2023-12-26 08:12:02.214772,Höhle,Krankenhaus,1905,182
2023-12-26 08:12:02.214772,Höhle,Krumpaul,2154,180
2023-12-26 08:12:02.214772,Krankenhaus,Höhle,1902,174
2023-12-26 08:12:02.214772,Krankenhaus,Krumpaul,1560,143
2023-12-26 08:12:02.214772,Krumpaul,Höhle,2174,182
2023-12-26 08:12:02.214772,Krumpaul,Krankenhaus,1539,145
2023-12-26 08:05:01.571096,Höhle,Krankenhaus,1905,182
2023-12-26 08:05:01.571096,Höhle,Krumpaul,2154,180
2023-12-26 08:05:01.571096,Krankenhaus,Höhle,1902,174
2023-12-26 08:05:01.571096,Krankenhaus,Krumpaul,1560,143
2023-12-26 08:05:01.571096,Krumpaul,Höhle,2174,182
2023-12-26 08:05:01.571096,Krumpaul,Krankenhaus,1539,145
2023-12-26 08:01:13.617861,Höhle,Krankenhaus,1905,182
2023-12-26 08:01:13.617861,Höhle,Krumpaul,2154,180
2023-12-26 08:01:13.617861,Krankenhaus,Höhle,1902,174
2023-12-26 08:01:13.617861,Krankenhaus,Krumpaul,1560,143
2023-12-26 08:01:13.617861,Krumpaul,Höhle,2174,182
2023-12-26 08:01:13.617861,Krumpaul,Krankenhaus,1539,145
2023-12-26 07:50:02.322987,Höhle,Krankenhaus,1905,182
2023-12-26 07:50:02.322987,Höhle,Krumpaul,2154,180
2023-12-26 07:50:02.322987,Krankenhaus,Höhle,1902,174
2023-12-26 07:50:02.322987,Krankenhaus,Krumpaul,1560,143
2023-12-26 07:50:02.322987,Krumpaul,Höhle,2174,182
2023-12-26 07:50:02.322987,Krumpaul,Krankenhaus,1539,145
2023-12-26 07:30:01.690774,Höhle,Krankenhaus,1905,182
2023-12-26 07:30:01.690774,Höhle,Krumpaul,2154,180
2023-12-26 07:30:01.690774,Krankenhaus,Höhle,1902,174
2023-12-26 07:30:01.690774,Krankenhaus,Krumpaul,1560,143
2023-12-26 07:30:01.690774,Krumpaul,Höhle,2174,182
2023-12-26 07:30:01.690774,Krumpaul,Krankenhaus,1539,145
2023-12-26 07:25:01.431246,Höhle,Krankenhaus,1905,182
2023-12-26 07:25:01.431246,Höhle,Krumpaul,2154,180
2023-12-26 07:25:01.431246,Krankenhaus,Höhle,1902,174
2023-12-26 07:25:01.431246,Krankenhaus,Krumpaul,1560,143
2023-12-26 07:25:01.431246,Krumpaul,Höhle,2174,182
2023-12-26 07:25:01.431246,Krumpaul,Krankenhaus,1539,145
2023-12-26 07:23:27.629867,Höhle,Krankenhaus,1905,182
2023-12-26 07:23:27.629867,Höhle,Krumpaul,2154,180
2023-12-26 07:23:27.629867,Krankenhaus,Höhle,1902,174
2023-12-26 07:23:27.629867,Krankenhaus,Krumpaul,1560,143
2023-12-26 07:23:27.629867,Krumpaul,Höhle,2174,182
2023-12-26 07:23:27.629867,Krumpaul,Krankenhaus,1539,145
2023-12-26 07:10:01.483123,Höhle,Krankenhaus,1905,182
2023-12-26 07:10:01.483123,Höhle,Krumpaul,2154,180
2023-12-26 07:10:01.483123,Krankenhaus,Höhle,1902,174
2023-12-26 07:10:01.483123,Krankenhaus,Krumpaul,1560,143
2023-12-26 07:10:01.483123,Krumpaul,Höhle,2174,182
2023-12-26 07:10:01.483123,Krumpaul,Krankenhaus,1539,145
2023-12-26 07:05:01.501776,Höhle,Krankenhaus,1905,182
2023-12-26 07:05:01.501776,Höhle,Krumpaul,2154,180
2023-12-26 07:05:01.501776,Krankenhaus,Höhle,1902,174
2023-12-26 07:05:01.501776,Krankenhaus,Krumpaul,1560,143
2023-12-26 07:05:01.501776,Krumpaul,Höhle,2174,182
2023-12-26 07:05:01.501776,Krumpaul,Krankenhaus,1539,145
2023-12-26 07:00:01.35739,Höhle,Krankenhaus,1905,182
2023-12-26 07:00:01.35739,Höhle,Krumpaul,2154,180
2023-12-26 07:00:01.35739,Krankenhaus,Höhle,1902,174
2023-12-26 07:00:01.35739,Krankenhaus,Krumpaul,1560,143
2023-12-26 07:00:01.35739,Krumpaul,Höhle,2174,182
2023-12-26 07:00:01.35739,Krumpaul,Krankenhaus,1539,145
2023-12-26 06:55:02.311763,Höhle,Krankenhaus,1905,182
2023-12-26 06:55:02.311763,Höhle,Krumpaul,2154,180
2023-12-26 06:55:02.311763,Krankenhaus,Höhle,1902,174
2023-12-26 06:55:02.311763,Krankenhaus,Krumpaul,1560,143
2023-12-26 06:55:02.311763,Krumpaul,Höhle,2174,182
2023-12-26 06:55:02.311763,Krumpaul,Krankenhaus,1539,145
2023-12-26 06:50:02.093715,Höhle,Krankenhaus,1905,182
2023-12-26 06:50:02.093715,Höhle,Krumpaul,2154,180
2023-12-26 06:50:02.093715,Krankenhaus,Höhle,1902,174
2023-12-26 06:50:02.093715,Krankenhaus,Krumpaul,1560,143
2023-12-26 06:50:02.093715,Krumpaul,Höhle,2174,182
2023-12-26 06:50:02.093715,Krumpaul,Krankenhaus,1539,145
2023-12-26 06:45:01.809169,Höhle,Krankenhaus,1905,182
2023-12-26 06:45:01.809169,Höhle,Krumpaul,2154,180
2023-12-26 06:45:01.809169,Krankenhaus,Höhle,1902,174
2023-12-26 06:45:01.809169,Krankenhaus,Krumpaul,1560,143
2023-12-26 06:45:01.809169,Krumpaul,Höhle,2174,182
2023-12-26 06:45:01.809169,Krumpaul,Krankenhaus,1539,145
2023-12-26 06:42:35.080953,Höhle,Krankenhaus,1905,182
2023-12-26 06:42:35.080953,Höhle,Krumpaul,2154,180
2023-12-26 06:42:35.080953,Krankenhaus,Höhle,1902,174
2023-12-26 06:42:35.080953,Krankenhaus,Krumpaul,1560,143
2023-12-26 06:42:35.080953,Krumpaul,Höhle,2174,182
2023-12-26 06:42:35.080953,Krumpaul,Krankenhaus,1539,145
2023-12-26 06:35:02.319084,Höhle,Krankenhaus,1905,182
2023-12-26 06:35:02.319084,Höhle,Krumpaul,2154,180
2023-12-26 06:35:02.319084,Krankenhaus,Höhle,1902,174
2023-12-26 06:35:02.319084,Krankenhaus,Krumpaul,1560,143
2023-12-26 06:35:02.319084,Krumpaul,Höhle,2174,182
2023-12-26 06:35:02.319084,Krumpaul,Krankenhaus,1539,145
2023-12-26 06:30:02.544989,Höhle,Krankenhaus,1905,182
2023-12-26 06:30:02.544989,Höhle,Krumpaul,2154,180
2023-12-26 06:30:02.544989,Krankenhaus,Höhle,1902,174
2023-12-26 06:30:02.544989,Krankenhaus,Krumpaul,1560,143
2023-12-26 06:30:02.544989,Krumpaul,Höhle,2174,182
2023-12-26 06:30:02.544989,Krumpaul,Krankenhaus,1539,145
2023-12-26 05:55:01.570738,Höhle,Krankenhaus,1905,182
2023-12-26 05:55:01.570738,Höhle,Krumpaul,2154,180
2023-12-26 05:55:01.570738,Krankenhaus,Höhle,1902,174
2023-12-26 05:55:01.570738,Krankenhaus,Krumpaul,1560,143
2023-12-26 05:55:01.570738,Krumpaul,Höhle,2174,182
2023-12-26 05:55:01.570738,Krumpaul,Krankenhaus,1539,145
2023-12-26 05:50:01.884864,Höhle,Krankenhaus,1905,182
2023-12-26 05:50:01.884864,Höhle,Krumpaul,2154,180
2023-12-26 05:50:01.884864,Krankenhaus,Höhle,1902,174
2023-12-26 05:50:01.884864,Krankenhaus,Krumpaul,1560,143
2023-12-26 05:50:01.884864,Krumpaul,Höhle,2174,182
2023-12-26 05:50:01.884864,Krumpaul,Krankenhaus,1539,145
2023-12-26 05:30:02.342119,Höhle,Krankenhaus,1905,182
2023-12-26 05:30:02.342119,Höhle,Krumpaul,2154,180
2023-12-26 05:30:02.342119,Krankenhaus,Höhle,1902,174
2023-12-26 05:30:02.342119,Krankenhaus,Krumpaul,1560,143
2023-12-26 05:30:02.342119,Krumpaul,Höhle,2174,182
2023-12-26 05:30:02.342119,Krumpaul,Krankenhaus,1539,145
2023-12-26 05:10:01.133134,Höhle,Krankenhaus,1905,182
2023-12-26 05:10:01.133134,Höhle,Krumpaul,2154,180
2023-12-26 05:10:01.133134,Krankenhaus,Höhle,1902,174
2023-12-26 05:10:01.133134,Krankenhaus,Krumpaul,1560,143
2023-12-26 05:10:01.133134,Krumpaul,Höhle,2174,182
2023-12-26 05:10:01.133134,Krumpaul,Krankenhaus,1539,145
2023-12-26 05:09:55.579396,Höhle,Krankenhaus,1905,182
2023-12-26 05:09:55.579396,Höhle,Krumpaul,2154,180
2023-12-26 05:09:55.579396,Krankenhaus,Höhle,1902,174
2023-12-26 05:09:55.579396,Krankenhaus,Krumpaul,1560,143
2023-12-26 05:09:55.579396,Krumpaul,Höhle,2174,182
2023-12-26 05:09:55.579396,Krumpaul,Krankenhaus,1539,145
2023-12-25 21:56:04.392108,Höhle,Krankenhaus,1905,182
2023-12-25 21:56:04.392108,Höhle,Krumpaul,2154,180
2023-12-25 21:56:04.392108,Krankenhaus,Höhle,1902,174
2023-12-25 21:56:04.392108,Krankenhaus,Krumpaul,1560,143
2023-12-25 21:56:04.392108,Krumpaul,Höhle,2174,182
2023-12-25 21:56:04.392108,Krumpaul,Krankenhaus,1539,145
2023-12-25 21:50:02.994849,Höhle,Krankenhaus,1905,182
2023-12-25 21:50:02.994849,Höhle,Krumpaul,2154,180
2023-12-25 21:50:02.994849,Krankenhaus,Höhle,1902,174
2023-12-25 21:50:02.994849,Krankenhaus,Krumpaul,1560,143
2023-12-25 21:50:02.994849,Krumpaul,Höhle,2174,182
2023-12-25 21:50:02.994849,Krumpaul,Krankenhaus,1539,145
2023-12-25 21:45:03.409805,Höhle,Krankenhaus,1905,182
