from,to,distance_m,duration_s,duration_in_traffic_s,datetime,from_to
Krumpaul,Krankenhaus,1539,147,133,2024-01-20T19:10:01.630074000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,168,2024-01-20T19:10:01.465932000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,134,2024-01-20T19:10:01.465932000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,167,2024-01-20T19:10:01.278861000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,171,2024-01-20T19:10:01.278861000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,175,2024-01-20T19:00:01.753731000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,131,2024-01-20T19:00:01.753731000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,165,2024-01-20T19:00:01.599232000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,136,2024-01-20T19:00:01.599232000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,168,2024-01-20T19:00:01.413407000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,171,2024-01-20T19:00:01.413407000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,179,2024-01-20T18:50:02.081074000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,138,2024-01-20T18:50:02.081074000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,165,2024-01-20T18:50:01.935211000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,135,2024-01-20T18:50:01.935211000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,168,2024-01-20T18:50:01.720526000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,171,2024-01-20T18:50:01.720526000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,180,2024-01-20T18:40:01.898876000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,140,2024-01-20T18:40:01.898876000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,169,2024-01-20T18:40:01.747755000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,137,2024-01-20T18:40:01.747755000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,169,2024-01-20T18:40:01.554473000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,171,2024-01-20T18:40:01.554473000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,176,2024-01-20T18:30:01.660939000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,139,2024-01-20T18:30:01.660939000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,165,2024-01-20T18:30:01.507251000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,138,2024-01-20T18:30:01.507251000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,172,2024-01-20T18:30:01.308033000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,174,2024-01-20T18:30:01.308033000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,183,2024-01-20T18:20:01.263955000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,141,2024-01-20T18:20:01.263955000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,173,2024-01-20T18:20:01.100660000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,139,2024-01-20T18:20:01.100660000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,171,2024-01-20T18:20:00.875143000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,175,2024-01-20T18:20:00.875143000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,177,2024-01-20T18:10:01.800006000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,136,2024-01-20T18:10:01.800006000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,176,2024-01-20T18:10:01.641455000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,146,2024-01-20T18:10:01.641455000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,171,2024-01-20T18:10:01.405407000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,175,2024-01-20T18:10:01.405407000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,182,2024-01-20T17:30:01.685004000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,140,2024-01-20T17:30:01.685004000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,170,2024-01-20T17:30:01.581676000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,138,2024-01-20T17:30:01.581676000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,174,2024-01-20T17:30:01.428127000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,176,2024-01-20T17:30:01.428127000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,184,2024-01-20T17:20:01.454964000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,140,2024-01-20T17:20:01.454964000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,173,2024-01-20T17:20:01.287460000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,141,2024-01-20T17:20:01.287460000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,177,2024-01-20T17:20:01.080345000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,180,2024-01-20T17:20:01.080345000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,177,2024-01-20T17:10:01.509614000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,137,2024-01-20T17:10:01.509614000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,170,2024-01-20T17:10:01.391620000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,138,2024-01-20T17:10:01.391620000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,176,2024-01-20T17:10:01.207805000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,179,2024-01-20T17:10:01.207805000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,182,2024-01-20T17:00:01.161594000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,138,2024-01-20T17:00:01.161594000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,173,2024-01-20T17:00:01.014249000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,138,2024-01-20T17:00:01.014249000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,180,2024-01-20T17:00:00.813893000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,182,2024-01-20T17:00:00.813893000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,202,2024-01-20T16:50:02.375930000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,168,2024-01-20T16:50:02.375930000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,171,2024-01-20T16:50:02.222963000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,148,2024-01-20T16:50:02.222963000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,177,2024-01-20T16:50:02.022641000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,177,2024-01-20T16:50:02.022641000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,177,2024-01-20T16:40:01.535264000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,135,2024-01-20T16:40:01.535264000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,170,2024-01-20T16:40:01.385448000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,137,2024-01-20T16:40:01.385448000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,174,2024-01-20T16:40:01.170323000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,177,2024-01-20T16:40:01.170323000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,172,2024-01-20T16:13:24.269356000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,132,2024-01-20T16:13:24.269356000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,165,2024-01-20T16:13:24.170310000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,136,2024-01-20T16:13:24.170310000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,179,2024-01-20T16:13:23.980598000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,185,2024-01-20T16:13:23.980598000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,179,2024-01-20T16:00:01.969135000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,136,2024-01-20T16:00:01.969135000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,169,2024-01-20T16:00:01.858132000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,136,2024-01-20T16:00:01.858132000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,171,2024-01-20T16:00:01.661670000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,171,2024-01-20T16:00:01.661670000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,180,2024-01-20T15:50:01.887771000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,138,2024-01-20T15:50:01.887771000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,166,2024-01-20T15:50:01.748152000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,133,2024-01-20T15:50:01.748152000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,174,2024-01-20T15:50:01.536369000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,177,2024-01-20T15:50:01.536369000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,180,2024-01-20T15:40:02.168551000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,138,2024-01-20T15:40:02.168551000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,173,2024-01-20T15:40:02.014875000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,140,2024-01-20T15:40:02.014875000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,193,2024-01-20T15:40:01.811794000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,192,2024-01-20T15:40:01.811794000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,187,2024-01-20T15:30:01.515965000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,149,2024-01-20T15:30:01.515965000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,175,2024-01-20T15:30:01.357361000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,141,2024-01-20T15:30:01.357361000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,174,2024-01-20T15:30:01.149970000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,175,2024-01-20T15:30:01.149970000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,183,2024-01-20T15:20:02.094702000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,144,2024-01-20T15:20:02.094702000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,179,2024-01-20T15:20:01.956871000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,147,2024-01-20T15:20:01.956871000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,176,2024-01-20T15:20:01.753867000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,177,2024-01-20T15:20:01.753867000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,181,2024-01-20T15:10:01.703917000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,139,2024-01-20T15:10:01.703917000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,170,2024-01-20T15:10:01.538295000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,136,2024-01-20T15:10:01.538295000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,174,2024-01-20T15:10:01.332783000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,177,2024-01-20T15:10:01.332783000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,178,2024-01-20T14:30:01.652452000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,145,2024-01-20T14:30:01.652452000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,176,2024-01-20T14:30:01.504343000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,142,2024-01-20T14:30:01.504343000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,174,2024-01-20T14:30:01.289785000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,173,2024-01-20T14:30:01.289785000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,188,2024-01-20T14:10:02.512039000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,142,2024-01-20T14:10:02.512039000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,180,2024-01-20T14:10:02.380743000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,140,2024-01-20T14:10:02.380743000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,213,2024-01-20T14:10:02.166556000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,212,2024-01-20T14:10:02.166556000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,184,2024-01-20T14:00:01.864356000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,144,2024-01-20T14:00:01.864356000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,174,2024-01-20T14:00:01.736414000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,141,2024-01-20T14:00:01.736414000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,175,2024-01-20T14:00:01.558544000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,172,2024-01-20T14:00:01.558544000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,182,2024-01-20T13:50:01.578224000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,148,2024-01-20T13:50:01.578224000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,174,2024-01-20T13:50:01.433677000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,142,2024-01-20T13:50:01.433677000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,177,2024-01-20T13:50:01.237585000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,174,2024-01-20T13:50:01.237585000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,180,2024-01-20T13:40:01.398661000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,146,2024-01-20T13:40:01.398661000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,169,2024-01-20T13:40:01.251890000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,139,2024-01-20T13:40:01.251890000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,182,2024-01-20T13:40:01.054496000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,180,2024-01-20T13:40:01.054496000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,181,2024-01-20T13:30:01.308865000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,142,2024-01-20T13:30:01.308865000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,172,2024-01-20T13:30:01.175590000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,139,2024-01-20T13:30:01.175590000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,178,2024-01-20T13:30:00.979832000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,178,2024-01-20T13:30:00.979832000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,182,2024-01-20T13:20:01.990881000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,142,2024-01-20T13:20:01.990881000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,169,2024-01-20T13:20:01.853934000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,140,2024-01-20T13:20:01.853934000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,180,2024-01-20T13:20:01.641548000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,175,2024-01-20T13:20:01.641548000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,188,2024-01-20T12:50:01.185758000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,146,2024-01-20T12:50:01.185758000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,177,2024-01-20T12:50:01.040273000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,142,2024-01-20T12:50:01.040273000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,176,2024-01-20T12:50:00.863602000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,173,2024-01-20T12:50:00.863602000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,183,2024-01-20T12:40:01.839420000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,143,2024-01-20T12:40:01.839420000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,172,2024-01-20T12:40:01.673787000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,142,2024-01-20T12:40:01.673787000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,180,2024-01-20T12:40:01.452169000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,179,2024-01-20T12:40:01.452169000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,198,2024-01-20T12:30:01.498591000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,176,2024-01-20T12:30:01.498591000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,174,2024-01-20T12:30:01.367974000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,145,2024-01-20T12:30:01.367974000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,185,2024-01-20T12:30:01.151388000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,178,2024-01-20T12:30:01.151388000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,198,2024-01-20T12:20:01.768843000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,172,2024-01-20T12:20:01.768843000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,181,2024-01-20T12:20:01.616898000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,153,2024-01-20T12:20:01.616898000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,189,2024-01-20T12:20:01.434669000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,184,2024-01-20T12:20:01.434669000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,196,2024-01-20T12:10:01.599387000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,159,2024-01-20T12:10:01.599387000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,179,2024-01-20T12:10:01.448359000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,152,2024-01-20T12:10:01.448359000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,182,2024-01-20T12:10:01.282526000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,181,2024-01-20T12:10:01.282526000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,189,2024-01-20T12:00:02.017425000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,151,2024-01-20T12:00:02.017425000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,190,2024-01-20T12:00:01.866165000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,158,2024-01-20T12:00:01.866165000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,185,2024-01-20T12:00:01.650300000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,183,2024-01-20T12:00:01.650300000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,191,2024-01-20T11:50:01.330414000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,151,2024-01-20T11:50:01.330414000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,185,2024-01-20T11:50:01.192037000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,151,2024-01-20T11:50:01.192037000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,185,2024-01-20T11:50:01.011324000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,184,2024-01-20T11:50:01.011324000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,191,2024-01-20T11:40:02.043595000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,150,2024-01-20T11:40:02.043595000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,191,2024-01-20T11:40:01.911105000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,154,2024-01-20T11:40:01.911105000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,188,2024-01-20T11:40:01.704617000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,184,2024-01-20T11:40:01.704617000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,195,2024-01-20T11:30:01.133499000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,157,2024-01-20T11:30:01.133499000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,190,2024-01-20T11:30:00.987133000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,155,2024-01-20T11:30:00.987133000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,188,2024-01-20T11:30:00.836018000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,184,2024-01-20T11:30:00.836018000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,192,2024-01-20T11:20:00.998964000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,148,2024-01-20T11:20:00.998964000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,187,2024-01-20T11:20:00.894710000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,149,2024-01-20T11:20:00.894710000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,179,2024-01-20T11:20:00.727195000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,178,2024-01-20T11:20:00.727195000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,187,2024-01-20T11:10:01.560975000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,153,2024-01-20T11:10:01.560975000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,184,2024-01-20T11:10:01.419051000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,150,2024-01-20T11:10:01.419051000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,179,2024-01-20T11:10:01.232757000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,180,2024-01-20T11:10:01.232757000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,186,2024-01-20T11:00:03.848191000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,144,2024-01-20T11:00:03.848191000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,178,2024-01-20T11:00:03.676266000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,149,2024-01-20T11:00:03.676266000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,178,2024-01-20T11:00:03.243612000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,178,2024-01-20T11:00:03.243612000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,185,2024-01-20T10:30:02.176000000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,144,2024-01-20T10:30:02.176000000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,180,2024-01-20T10:30:02.053821000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,147,2024-01-20T10:30:02.053821000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,172,2024-01-20T10:30:01.850374000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,173,2024-01-20T10:30:01.850374000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,183,2024-01-20T10:20:02.241215000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,144,2024-01-20T10:20:02.241215000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,173,2024-01-20T10:20:02.100958000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,142,2024-01-20T10:20:02.100958000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,175,2024-01-20T10:20:01.901697000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,176,2024-01-20T10:20:01.901697000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,183,2024-01-20T10:10:02.895853000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,145,2024-01-20T10:10:02.895853000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,171,2024-01-20T10:10:02.740827000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,142,2024-01-20T10:10:02.740827000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,176,2024-01-20T10:10:02.554204000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,174,2024-01-20T10:10:02.554204000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,190,2024-01-20T10:00:01.878165000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,148,2024-01-20T10:00:01.878165000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,177,2024-01-20T10:00:01.738604000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,144,2024-01-20T10:00:01.738604000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,170,2024-01-20T10:00:01.552339000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,170,2024-01-20T10:00:01.552339000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,184,2024-01-20T09:50:02.290508000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,142,2024-01-20T09:50:02.290508000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,178,2024-01-20T09:50:02.145968000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,144,2024-01-20T09:50:02.145968000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,177,2024-01-20T09:50:01.949378000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,175,2024-01-20T09:50:01.949378000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,180,2024-01-20T09:40:02.442389000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,141,2024-01-20T09:40:02.442389000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,174,2024-01-20T09:40:02.291016000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,141,2024-01-20T09:40:02.291016000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,170,2024-01-20T09:40:02.081298000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,168,2024-01-20T09:40:02.081298000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,178,2024-01-20T09:30:02.262944000,Krumpaul -> Höhle
