from,to,distance_m,duration_s,duration_in_traffic_s,datetime,from_to
Krumpaul,Krankenhaus,1539,147,139,2024-01-20T09:30:02.262944000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,177,2024-01-20T09:30:02.108730000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,145,2024-01-20T09:30:02.108730000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,168,2024-01-20T09:30:01.887345000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,167,2024-01-20T09:30:01.887345000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,176,2024-01-20T09:20:02.735955000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,135,2024-01-20T09:20:02.735955000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,171,2024-01-20T09:20:02.581364000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,139,2024-01-20T09:20:02.581364000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,168,2024-01-20T09:20:02.388872000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,170,2024-01-20T09:20:02.388872000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,179,2024-01-20T09:11:33.717865000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,133,2024-01-20T09:11:33.717865000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,172,2024-01-20T09:11:33.564331000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,144,2024-01-20T09:11:33.564331000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,169,2024-01-20T09:11:33.350172000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,174,2024-01-20T09:11:33.350172000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,180,2024-01-20T09:00:01.966170000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,136,2024-01-20T09:00:01.966170000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,171,2024-01-20T09:00:01.833447000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,136,2024-01-20T09:00:01.833447000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,173,2024-01-20T09:00:01.632529000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,175,2024-01-20T09:00:01.632529000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,173,2024-01-20T08:50:01.742264000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,134,2024-01-20T08:50:01.742264000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,166,2024-01-20T08:50:01.634701000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,135,2024-01-20T08:50:01.634701000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,168,2024-01-20T08:50:01.457947000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,170,2024-01-20T08:50:01.457947000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,170,2024-01-20T08:40:02.337974000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,133,2024-01-20T08:40:02.337974000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,164,2024-01-20T08:40:02.199846000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,138,2024-01-20T08:40:02.199846000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,169,2024-01-20T08:40:02.021907000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,172,2024-01-20T08:40:02.021907000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,167,2024-01-20T08:30:01.545455000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,130,2024-01-20T08:30:01.545455000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,161,2024-01-20T08:30:01.404256000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,133,2024-01-20T08:30:01.404256000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,163,2024-01-20T08:30:01.225700000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,166,2024-01-20T08:30:01.225700000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,172,2024-01-20T08:20:02.070046000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,135,2024-01-20T08:20:02.070046000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,162,2024-01-20T08:20:01.940043000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,134,2024-01-20T08:20:01.940043000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,163,2024-01-20T08:20:01.749389000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,165,2024-01-20T08:20:01.749389000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,174,2024-01-20T08:10:01.851433000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,138,2024-01-20T08:10:01.851433000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,175,2024-01-20T08:10:01.698500000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,146,2024-01-20T08:10:01.698500000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,164,2024-01-20T08:10:01.490290000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,168,2024-01-20T08:10:01.490290000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,171,2024-01-20T07:50:01.699818000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,132,2024-01-20T07:50:01.699818000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,166,2024-01-20T07:50:01.544792000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,137,2024-01-20T07:50:01.544792000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,167,2024-01-20T07:50:01.352043000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,170,2024-01-20T07:50:01.352043000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,170,2024-01-20T07:40:02.356036000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,130,2024-01-20T07:40:02.356036000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,162,2024-01-20T07:40:02.252556000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,135,2024-01-20T07:40:02.252556000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,168,2024-01-20T07:40:02.072402000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,173,2024-01-20T07:40:02.072402000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,165,2024-01-20T07:30:01.326987000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,126,2024-01-20T07:30:01.326987000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,157,2024-01-20T07:30:01.162610000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,133,2024-01-20T07:30:01.162610000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,160,2024-01-20T07:30:01.028896000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,168,2024-01-20T07:30:01.028896000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,160,2024-01-20T07:20:01.930711000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,123,2024-01-20T07:20:01.930711000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,156,2024-01-20T07:20:01.770786000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,131,2024-01-20T07:20:01.770786000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,158,2024-01-20T07:20:01.597869000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,164,2024-01-20T07:20:01.597869000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,158,2024-01-20T07:10:01.197944000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,117,2024-01-20T07:10:01.197944000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,155,2024-01-20T07:10:01.059129000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,131,2024-01-20T07:10:01.059129000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,159,2024-01-20T07:10:00.856792000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,165,2024-01-20T07:10:00.856792000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,158,2024-01-20T07:00:02.472458000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,116,2024-01-20T07:00:02.472458000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,154,2024-01-20T07:00:02.345216000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,131,2024-01-20T07:00:02.345216000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,156,2024-01-20T07:00:02.137949000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,163,2024-01-20T07:00:02.137949000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,162,2024-01-20T06:50:02.408891000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,123,2024-01-20T06:50:02.408891000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,154,2024-01-20T06:50:02.256285000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,129,2024-01-20T06:50:02.256285000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,156,2024-01-20T06:50:02.062566000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,161,2024-01-20T06:50:02.062566000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,163,2024-01-20T06:20:01.034713000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,125,2024-01-20T06:20:01.034713000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,151,2024-01-20T06:20:00.925226000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,127,2024-01-20T06:20:00.925226000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,155,2024-01-20T06:20:00.734771000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,160,2024-01-20T06:20:00.734771000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,160,2024-01-20T06:10:01.511261000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,123,2024-01-20T06:10:01.511261000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,148,2024-01-20T06:10:01.382016000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,123,2024-01-20T06:10:01.382016000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,154,2024-01-20T06:10:01.192556000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,158,2024-01-20T06:10:01.192556000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,171,2024-01-20T06:00:02.064896000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,137,2024-01-20T06:00:02.064896000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,149,2024-01-20T06:00:01.931333000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,123,2024-01-20T06:00:01.931333000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,160,2024-01-20T06:00:01.769143000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,157,2024-01-20T06:00:01.769143000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,172,2024-01-20T05:50:01.671541000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,143,2024-01-20T05:50:01.671541000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,152,2024-01-20T05:50:01.562253000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,124,2024-01-20T05:50:01.562253000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,158,2024-01-20T05:50:01.376054000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,155,2024-01-20T05:50:01.376054000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,163,2024-01-20T05:40:01.475207000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,130,2024-01-20T05:40:01.475207000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,161,2024-01-20T05:40:01.351025000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,128,2024-01-20T05:40:01.351025000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,160,2024-01-20T05:40:01.186046000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,154,2024-01-20T05:40:01.186046000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,173,2024-01-20T05:30:01.629751000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,132,2024-01-20T05:30:01.629751000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,156,2024-01-20T05:30:01.479818000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,121,2024-01-20T05:30:01.479818000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,157,2024-01-20T05:30:01.280307000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,156,2024-01-20T05:30:01.280307000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,168,2024-01-20T05:10:31.464224000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,130,2024-01-20T05:10:31.464224000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,154,2024-01-20T05:10:31.298510000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,124,2024-01-20T05:10:31.298510000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,156,2024-01-20T05:10:31.080524000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,156,2024-01-20T05:10:31.080524000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,170,2024-01-19T21:50:01.542926000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,132,2024-01-19T21:50:01.542926000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,152,2024-01-19T21:50:01.416689000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,126,2024-01-19T21:50:01.416689000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,155,2024-01-19T21:50:01.235547000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,160,2024-01-19T21:50:01.235547000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,170,2024-01-19T21:40:02.457584000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,133,2024-01-19T21:40:02.457584000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,152,2024-01-19T21:40:02.288539000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,126,2024-01-19T21:40:02.288539000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,153,2024-01-19T21:40:02.069764000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,157,2024-01-19T21:40:02.069764000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,167,2024-01-19T21:10:01.946907000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,130,2024-01-19T21:10:01.946907000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,156,2024-01-19T21:10:01.836897000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,129,2024-01-19T21:10:01.836897000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,158,2024-01-19T21:10:01.627882000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,160,2024-01-19T21:10:01.627882000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,170,2024-01-19T21:00:30.492537000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,131,2024-01-19T21:00:30.492537000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,157,2024-01-19T21:00:30.313344000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,130,2024-01-19T21:00:30.313344000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,162,2024-01-19T21:00:30.082173000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,167,2024-01-19T21:00:30.082173000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,170,2024-01-19T20:30:02.424978000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,135,2024-01-19T20:30:02.424978000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,157,2024-01-19T20:30:02.284468000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,128,2024-01-19T20:30:02.284468000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,166,2024-01-19T20:30:02.076426000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,167,2024-01-19T20:30:02.076426000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,170,2024-01-19T20:20:02.100506000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,135,2024-01-19T20:20:02.100506000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,158,2024-01-19T20:20:01.944085000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,129,2024-01-19T20:20:01.944085000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,167,2024-01-19T20:20:01.731493000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,167,2024-01-19T20:20:01.731493000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,170,2024-01-19T20:13:55.146908000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,134,2024-01-19T20:13:55.146908000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,158,2024-01-19T20:13:54.986416000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,130,2024-01-19T20:13:54.986416000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,168,2024-01-19T20:13:54.773701000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,168,2024-01-19T20:13:54.773701000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,183,2024-01-19T19:30:01.757444000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,139,2024-01-19T19:30:01.757444000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,171,2024-01-19T19:30:01.595731000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,135,2024-01-19T19:30:01.595731000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,166,2024-01-19T19:30:01.387164000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,165,2024-01-19T19:30:01.387164000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,180,2024-01-19T19:10:01.532132000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,137,2024-01-19T19:10:01.532132000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,170,2024-01-19T19:10:01.406139000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,137,2024-01-19T19:10:01.406139000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,166,2024-01-19T19:10:01.230627000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,166,2024-01-19T19:10:01.230627000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,180,2024-01-19T19:00:02.352521000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,138,2024-01-19T19:00:02.352521000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,171,2024-01-19T19:00:02.195183000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,136,2024-01-19T19:00:02.195183000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,172,2024-01-19T19:00:01.989232000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,173,2024-01-19T19:00:01.989232000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,193,2024-01-19T18:50:01.025518000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,147,2024-01-19T18:50:01.025518000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,180,2024-01-19T18:50:00.891116000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,145,2024-01-19T18:50:00.891116000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,170,2024-01-19T18:50:00.715613000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,172,2024-01-19T18:50:00.715613000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,186,2024-01-19T18:40:01.988673000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,147,2024-01-19T18:40:01.988673000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,172,2024-01-19T18:40:01.826048000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,142,2024-01-19T18:40:01.826048000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,178,2024-01-19T18:40:01.625744000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,179,2024-01-19T18:40:01.625744000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,187,2024-01-19T18:30:01.999746000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,144,2024-01-19T18:30:01.999746000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,174,2024-01-19T18:30:01.838079000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,141,2024-01-19T18:30:01.838079000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,178,2024-01-19T18:30:01.644008000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,179,2024-01-19T18:30:01.644008000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,190,2024-01-19T18:20:01.761141000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,151,2024-01-19T18:20:01.761141000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,179,2024-01-19T18:20:01.627293000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,145,2024-01-19T18:20:01.627293000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,189,2024-01-19T18:20:01.422944000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,190,2024-01-19T18:20:01.422944000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,200,2024-01-19T17:50:02.195553000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,159,2024-01-19T17:50:02.195553000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,180,2024-01-19T17:50:02.036822000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,147,2024-01-19T17:50:02.036822000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,180,2024-01-19T17:50:01.837612000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,179,2024-01-19T17:50:01.837612000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,209,2024-01-19T17:30:01.820091000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,172,2024-01-19T17:30:01.820091000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,203,2024-01-19T17:30:01.666457000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,158,2024-01-19T17:30:01.666457000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,191,2024-01-19T17:30:01.491592000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,187,2024-01-19T17:30:01.491592000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,198,2024-01-19T17:20:01.655007000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,157,2024-01-19T17:20:01.655007000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,188,2024-01-19T17:20:01.513637000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,158,2024-01-19T17:20:01.513637000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,194,2024-01-19T17:20:01.343925000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,195,2024-01-19T17:20:01.343925000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,202,2024-01-19T17:10:01.676414000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,162,2024-01-19T17:10:01.676414000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,187,2024-01-19T17:10:01.527825000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,158,2024-01-19T17:10:01.527825000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,192,2024-01-19T17:10:01.312020000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,195,2024-01-19T17:10:01.312020000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,204,2024-01-19T17:00:02.057525000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,169,2024-01-19T17:00:02.057525000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,181,2024-01-19T17:00:01.933430000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,151,2024-01-19T17:00:01.933430000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,205,2024-01-19T17:00:01.717333000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,203,2024-01-19T17:00:01.717333000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,196,2024-01-19T16:50:01.507571000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,155,2024-01-19T16:50:01.507571000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,195,2024-01-19T16:50:01.358901000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,161,2024-01-19T16:50:01.358901000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,213,2024-01-19T16:50:01.122185000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,199,2024-01-19T16:50:01.122185000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,202,2024-01-19T16:40:02.146614000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,158,2024-01-19T16:40:02.146614000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,183,2024-01-19T16:40:01.996903000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,153,2024-01-19T16:40:01.996903000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,189,2024-01-19T16:40:01.813723000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,192,2024-01-19T16:40:01.813723000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,204,2024-01-19T16:30:01.953253000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,166,2024-01-19T16:30:01.953253000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,193,2024-01-19T16:30:01.791769000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,160,2024-01-19T16:30:01.791769000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,193,2024-01-19T16:30:01.598616000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,190,2024-01-19T16:30:01.598616000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,199,2024-01-19T16:20:02.130479000,Krumpaul -> Höhle
