from,to,distance_m,duration_s,duration_in_traffic_s,datetime,from_to
Höhle,Krumpaul,2154,180,178,2023-12-25T08:20:01.946602000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,169,2023-12-25T08:20:01.946602000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,146,2023-12-25T08:20:01.946602000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,190,2023-12-25T08:20:01.946602000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,160,2023-12-25T08:20:01.946602000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,200,2023-12-22T10:22:53.222797000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,192,2023-12-22T10:22:53.222797000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,196,2023-12-22T10:22:53.222797000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,165,2023-12-22T10:22:53.222797000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,196,2023-12-22T10:22:53.222797000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,164,2023-12-22T10:22:53.222797000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,159,2023-12-24T09:20:01.928830000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,163,2023-12-24T09:20:01.928830000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,152,2023-12-24T09:20:01.928830000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,127,2023-12-24T09:20:01.928830000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,166,2023-12-24T09:20:01.928830000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,134,2023-12-24T09:20:01.928830000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,178,2023-12-23T14:53:14.936943000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,181,2023-12-23T14:53:14.936943000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,168,2023-12-23T14:53:14.936943000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,141,2023-12-23T14:53:14.936943000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,182,2023-12-23T14:53:14.936943000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,141,2023-12-23T14:53:14.936943000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,163,2023-12-21T05:20:02.390676000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,164,2023-12-21T05:20:02.390676000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,158,2023-12-21T05:20:02.390676000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,130,2023-12-21T05:20:02.390676000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,165,2023-12-21T05:20:02.390676000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,130,2023-12-21T05:20:02.390676000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,224,2023-12-21T17:20:44.311995000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,224,2023-12-21T17:20:44.311995000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,197,2023-12-21T17:20:44.311995000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,172,2023-12-21T17:20:44.311995000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,203,2023-12-21T17:20:44.311995000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,171,2023-12-21T17:20:44.311995000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,170,2023-12-25T09:15:22.567258000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,174,2023-12-25T09:15:22.567258000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,169,2023-12-25T09:15:22.567258000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,144,2023-12-25T09:15:22.567258000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,190,2023-12-25T09:15:22.567258000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,154,2023-12-25T09:15:22.567258000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,190,2023-12-21T13:30:01.767276000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,188,2023-12-21T13:30:01.767276000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,186,2023-12-21T13:30:01.767276000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,156,2023-12-21T13:30:01.767276000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,191,2023-12-21T13:30:01.767276000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,158,2023-12-21T13:30:01.767276000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,228,2023-12-22T11:40:02.546834000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,222,2023-12-22T11:40:02.546834000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,206,2023-12-22T11:40:02.546834000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,179,2023-12-22T11:40:02.546834000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,209,2023-12-22T11:40:02.546834000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,178,2023-12-22T11:40:02.546834000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,167,2023-12-22T05:30:02.089865000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,162,2023-12-22T05:30:02.089865000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,152,2023-12-22T05:30:02.089865000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,128,2023-12-22T05:30:02.089865000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,163,2023-12-22T05:30:02.089865000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,140,2023-12-22T05:30:02.089865000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,163,2023-12-24T13:35:10.453936000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,165,2023-12-24T13:35:10.453936000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,155,2023-12-24T13:35:10.453936000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,130,2023-12-24T13:35:10.453936000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,168,2023-12-24T13:35:10.453936000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,135,2023-12-24T13:35:10.453936000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,167,2023-12-24T10:45:58.050572000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,173,2023-12-24T10:45:58.050572000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,160,2023-12-24T10:45:58.050572000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,133,2023-12-24T10:45:58.050572000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,168,2023-12-24T10:45:58.050572000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,130,2023-12-24T10:45:58.050572000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,175,2023-12-22T18:56:03.870849000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,174,2023-12-22T18:56:03.870849000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,162,2023-12-22T18:56:03.870849000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,134,2023-12-22T18:56:03.870849000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,177,2023-12-22T18:56:03.870849000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,146,2023-12-22T18:56:03.870849000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,179,2023-12-23T09:30:02.468497000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,178,2023-12-23T09:30:02.468497000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,179,2023-12-23T09:30:02.468497000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,150,2023-12-23T09:30:02.468497000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,183,2023-12-23T09:30:02.468497000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,148,2023-12-23T09:30:02.468497000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,211,2023-12-21T10:40:02.279429000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,203,2023-12-21T10:40:02.279429000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,194,2023-12-21T10:40:02.279429000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,166,2023-12-21T10:40:02.279429000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,207,2023-12-21T10:40:02.279429000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,178,2023-12-21T10:40:02.279429000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,149,2023-12-24T05:40:01.949681000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,159,2023-12-24T05:40:01.949681000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,143,2023-12-24T05:40:01.949681000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,118,2023-12-24T05:40:01.949681000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,168,2023-12-24T05:40:01.949681000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,135,2023-12-24T05:40:01.949681000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,174,2023-12-22T07:00:02.695510000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,174,2023-12-22T07:00:02.695510000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,167,2023-12-22T07:00:02.695510000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,139,2023-12-22T07:00:02.695510000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,179,2023-12-22T07:00:02.695510000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,142,2023-12-22T07:00:02.695510000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,171,2023-12-25T14:25:01.888488000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,177,2023-12-25T14:25:01.888488000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,167,2023-12-25T14:25:01.888488000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,150,2023-12-25T14:25:01.888488000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,180,2023-12-25T14:25:01.888488000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,146,2023-12-25T14:25:01.888488000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,176,2023-12-23T16:20:28.902642000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,176,2023-12-23T16:20:28.902642000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,173,2023-12-23T16:20:28.902642000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,141,2023-12-23T16:20:28.902642000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,189,2023-12-23T16:20:28.902642000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,149,2023-12-23T16:20:28.902642000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,206,2023-12-20T17:30:02.147457000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,204,2023-12-20T17:30:02.147457000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,189,2023-12-20T17:30:02.147457000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,158,2023-12-20T17:30:02.147457000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,215,2023-12-20T17:30:02.147457000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,172,2023-12-20T17:30:02.147457000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,185,2023-12-23T10:00:01.889450000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,182,2023-12-23T10:00:01.889450000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,180,2023-12-23T10:00:01.889450000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,146,2023-12-23T10:00:01.889450000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,193,2023-12-23T10:00:01.889450000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,161,2023-12-23T10:00:01.889450000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,216,2023-12-21T07:30:02.240918000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,210,2023-12-21T07:30:02.240918000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,192,2023-12-21T07:30:02.240918000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,162,2023-12-21T07:30:02.240918000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,201,2023-12-21T07:30:02.240918000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,173,2023-12-21T07:30:02.240918000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,209,2023-12-25T07:50:01.630517000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,207,2023-12-25T07:50:01.630517000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,172,2023-12-25T07:50:01.630517000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,157,2023-12-25T07:50:01.630517000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,186,2023-12-25T07:50:01.630517000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,172,2023-12-25T07:50:01.630517000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,162,2023-12-21T05:10:02.642932000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,163,2023-12-21T05:10:02.642932000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,155,2023-12-21T05:10:02.642932000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,129,2023-12-21T05:10:02.642932000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,163,2023-12-21T05:10:02.642932000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,129,2023-12-21T05:10:02.642932000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,159,2023-12-23T05:40:02.065659000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,157,2023-12-23T05:40:02.065659000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,151,2023-12-23T05:40:02.065659000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,126,2023-12-23T05:40:02.065659000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,159,2023-12-23T05:40:02.065659000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,134,2023-12-23T05:40:02.065659000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,167,2023-12-24T14:40:01.495159000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,177,2023-12-24T14:40:01.495159000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,160,2023-12-24T14:40:01.495159000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,137,2023-12-24T14:40:01.495159000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,175,2023-12-24T14:40:01.495159000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,137,2023-12-24T14:40:01.495159000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,175,2023-12-23T09:50:22.738379000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,178,2023-12-23T09:50:22.738379000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,181,2023-12-23T09:50:22.738379000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,150,2023-12-23T09:50:22.738379000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,195,2023-12-23T09:50:22.738379000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,154,2023-12-23T09:50:22.738379000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,172,2023-12-21T06:10:02.350196000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,169,2023-12-21T06:10:02.350196000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,170,2023-12-21T06:10:02.350196000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,143,2023-12-21T06:10:02.350196000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,173,2023-12-21T06:10:02.350196000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,145,2023-12-21T06:10:02.350196000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,163,2023-12-23T20:05:02.373952000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,167,2023-12-23T20:05:02.373952000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,166,2023-12-23T20:05:02.373952000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,130,2023-12-23T20:05:02.373952000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,176,2023-12-23T20:05:02.373952000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,129,2023-12-23T20:05:02.373952000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,153,2023-12-23T05:20:01.959303000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,155,2023-12-23T05:20:01.959303000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,153,2023-12-23T05:20:01.959303000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,127,2023-12-23T05:20:01.959303000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,162,2023-12-23T05:20:01.959303000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,132,2023-12-23T05:20:01.959303000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,177,2023-12-22T18:40:06.963929000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,179,2023-12-22T18:40:06.963929000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,171,2023-12-22T18:40:06.963929000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,139,2023-12-22T18:40:06.963929000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,188,2023-12-22T18:40:06.963929000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,149,2023-12-22T18:40:06.963929000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,189,2023-12-23T17:20:05.692825000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,191,2023-12-23T17:20:05.692825000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,178,2023-12-23T17:20:05.692825000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,145,2023-12-23T17:20:05.692825000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,192,2023-12-23T17:20:05.692825000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,151,2023-12-23T17:20:05.692825000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,195,2023-12-21T09:20:02.364758000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,188,2023-12-21T09:20:02.364758000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,192,2023-12-21T09:20:02.364758000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,157,2023-12-21T09:20:02.364758000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,191,2023-12-21T09:20:02.364758000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,157,2023-12-21T09:20:02.364758000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,155,2023-12-20T22:50:02.347303000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,160,2023-12-20T22:50:02.347303000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,148,2023-12-20T22:50:02.347303000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,119,2023-12-20T22:50:02.347303000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,159,2023-12-20T22:50:02.347303000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,119,2023-12-20T22:50:02.347303000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,156,2023-12-24T08:10:01.392309000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,162,2023-12-24T08:10:01.392309000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,174,2023-12-24T08:10:01.392309000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,143,2023-12-24T08:10:01.392309000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,170,2023-12-24T08:10:01.392309000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,119,2023-12-24T08:10:01.392309000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,149,2023-12-24T07:35:02.047428000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,156,2023-12-24T07:35:02.047428000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,156,2023-12-24T07:35:02.047428000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,134,2023-12-24T07:35:02.047428000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,157,2023-12-24T07:35:02.047428000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,116,2023-12-24T07:35:02.047428000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,224,2023-12-21T12:40:02.372075000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,218,2023-12-21T12:40:02.372075000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,202,2023-12-21T12:40:02.372075000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,176,2023-12-21T12:40:02.372075000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,209,2023-12-21T12:40:02.372075000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,180,2023-12-21T12:40:02.372075000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,187,2023-12-23T17:41:29.478761000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,186,2023-12-23T17:41:29.478761000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,173,2023-12-23T17:41:29.478761000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,140,2023-12-23T17:41:29.478761000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,190,2023-12-23T17:41:29.478761000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,151,2023-12-23T17:41:29.478761000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,167,2023-12-24T11:30:02.814625000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,174,2023-12-24T11:30:02.814625000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,167,2023-12-24T11:30:02.814625000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,135,2023-12-24T11:30:02.814625000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,184,2023-12-24T11:30:02.814625000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,141,2023-12-24T11:30:02.814625000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,193,2023-12-22T16:20:02.100019000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,194,2023-12-22T16:20:02.100019000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,185,2023-12-22T16:20:02.100019000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,158,2023-12-22T16:20:02.100019000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,210,2023-12-22T16:20:02.100019000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,169,2023-12-22T16:20:02.100019000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,171,2023-12-25T14:24:47.819353000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,177,2023-12-25T14:24:47.819353000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,169,2023-12-25T14:24:47.819353000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,151,2023-12-25T14:24:47.819353000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,180,2023-12-25T14:24:47.819353000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,146,2023-12-25T14:24:47.819353000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,151,2023-12-23T05:50:01.954873000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,156,2023-12-23T05:50:01.954873000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,151,2023-12-23T05:50:01.954873000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,119,2023-12-23T05:50:01.954873000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,193,2023-12-23T05:50:01.954873000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,160,2023-12-23T05:50:01.954873000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,218,2023-12-21T12:00:02.485984000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,239,2023-12-21T12:00:02.485984000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,203,2023-12-21T12:00:02.485984000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,176,2023-12-21T12:00:02.485984000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,197,2023-12-21T12:00:02.485984000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,164,2023-12-21T12:00:02.485984000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,269,2023-12-20T14:00:01.456811000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,262,2023-12-20T14:00:01.456811000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,192,2023-12-20T14:00:01.456811000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,157,2023-12-20T14:00:01.456811000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,208,2023-12-20T14:00:01.456811000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,173,2023-12-20T14:00:01.456811000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,205,2023-12-21T08:40:02.345477000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,194,2023-12-21T08:40:02.345477000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,196,2023-12-21T08:40:02.345477000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,164,2023-12-21T08:40:02.345477000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,193,2023-12-21T08:40:02.345477000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,166,2023-12-21T08:40:02.345477000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,173,2023-12-25T13:45:24.635787000,Höhle -> Krankenhaus
